Chrom	Start	End	Overlap_Genes	Middle	pGCE_Count	CenterOfRegion
NC_000962.3	963000	964000	moaC2,mog,moaE2	963500.0	0	963500.0
NC_000962.3	964000	965000	moaE2,rpfA	964500.0	0	964500.0
NC_000962.3	965000	966000	rpfA,moaD2	965500.0	0	965500.0
NC_000962.3	966000	967000	moaD2,moaA2	966500.0	0	966500.0
NC_000962.3	967000	968000	moaA2,Rv0870c,cspB	967500.0	0	967500.0
NC_000962.3	968000	969000	cspB,PE_PGRS15	968500.0	0	968500.0
NC_000962.3	969000	970000	PE_PGRS15	969500.0	0	969500.0
NC_000962.3	970000	971000	PE_PGRS15,fadE10	970500.0	0	970500.0
NC_000962.3	971000	972000	fadE10	971500.0	0	971500.0
NC_000962.3	972000	973000	fadE10,Rv0874c	972500.0	0	972500.0
NC_000962.3	973000	974000	Rv0874c,Rv0875c	973500.0	0	973500.0
NC_000962.3	974000	975000	Rv0875c,Rv0876c	974500.0	0	974500.0
NC_000962.3	975000	976000	Rv0876c	975500.0	0	975500.0
NC_000962.3	976000	977000	Rv0877,PPE13	976500.0	0	976500.0
NC_000962.3	977000	978000	PPE13	977500.0	0	977500.0
NC_000962.3	978000	979000	PPE13,Rv0879c,Rv0880	978500.0	0	978500.0
NC_000962.3	979000	980000	Rv0880,Rv0881	979500.0	0	979500.0
NC_000962.3	980000	981000	Rv0881,Rv0882,Rv0883c	980500.0	0	980500.0
NC_000962.3	981000	982000	Rv0883c,serC	981500.0	0	981500.0
NC_000962.3	982000	983000	serC,Rv0885	982500.0	0	982500.0
NC_000962.3	983000	984000	Rv0885,fprB	983500.0	0	983500.0
NC_000962.3	984000	985000	fprB	984500.0	0	984500.0
NC_000962.3	985000	986000	fprB,Rv0887c	985500.0	0	985500.0
NC_000962.3	986000	987000		986500.0	0	986500.0
NC_000962.3	987000	988000	Rv0888	987500.0	0	987500.0
NC_000962.3	988000	989000	Rv0888,citA	988500.0	0	988500.0
NC_000962.3	989000	990000	citA,Rv0890c	989500.0	0	989500.0
NC_000962.3	990000	991000	Rv0890c	990500.0	0	990500.0
NC_000962.3	991000	992000	Rv0890c	991500.0	0	991500.0
NC_000962.3	992000	993000	Rv0890c,Rv0891c	992500.0	0	992500.0
NC_000962.3	993000	994000	Rv0891c,Rv0892	993500.0	0	993500.0
NC_000962.3	994000	995000	Rv0892	994500.0	0	994500.0
NC_000962.3	995000	996000	Rv0892,Rv0893c	995500.0	0	995500.0
NC_000962.3	996000	997000	Rv0893c,Rv0894	996500.0	0	996500.0
NC_000962.3	997000	998000	Rv0894,Rv0895	997500.0	0	997500.0
NC_000962.3	998000	999000	Rv0895	998500.0	0	998500.0
NC_000962.3	999000	1000000	Rv0895,gltA2	999500.0	0	999500.0
NC_000962.3	1000000	1001000	gltA2,Rv0897c	1000500.0	0	1000500.0
NC_000962.3	1001000	1002000	Rv0897c	1001500.0	0	1001500.0
NC_000962.3	1002000	1003000	Rv0897c,Rv0898c,ompA	1002500.0	0	1002500.0
NC_000962.3	1003000	1004000	ompA,Rv0900,Rv0901	1003500.0	0	1003500.0
NC_000962.3	1004000	1005000	Rv0901,prrB	1004500.0	0	1004500.0
NC_000962.3	1005000	1006000	prrB,prrA	1005500.0	0	1005500.0
NC_000962.3	1006000	1007000	prrA,accD3	1006500.0	0	1006500.0
NC_000962.3	1007000	1008000	accD3	1007500.0	0	1007500.0
NC_000962.3	1008000	1009000	accD3,echA6,Rv0906	1008500.0	0	1008500.0
NC_000962.3	1009000	1010000	Rv0906	1009500.0	0	1009500.0
NC_000962.3	1010000	1011000	Rv0906,Rv0907	1010500.0	0	1010500.0
NC_000962.3	1011000	1012000	Rv0907,ctpE	1011500.0	0	1011500.0
NC_000962.3	1012000	1013000	ctpE	1012500.0	0	1012500.0
NC_000962.3	1013000	1014000	ctpE	1013500.0	0	1013500.0
NC_000962.3	1014000	1015000	ctpE,Rv0909,Rv0910	1014500.0	0	1014500.0
NC_000962.3	1015000	1016000	Rv0910,Rv0911	1015500.0	0	1015500.0
NC_000962.3	1016000	1017000	Rv0911,Rv0912	1016500.0	0	1016500.0
NC_000962.3	1017000	1018000	Rv0913c	1017500.0	0	1017500.0
NC_000962.3	1018000	1019000	Rv0913c,Rv0914c	1018500.0	0	1018500.0
NC_000962.3	1019000	1020000	Rv0914c	1019500.0	0	1019500.0
NC_000962.3	1020000	1021000	PPE14	1020500.0	0	1020500.0
NC_000962.3	1021000	1022000	PPE14,PE7	1021500.0	0	1021500.0
NC_000962.3	1022000	1023000	betP	1022500.0	0	1022500.0
NC_000962.3	1023000	1024000	betP	1023500.0	0	1023500.0
NC_000962.3	1024000	1025000	Rv0918,Rv0919	1024500.0	0	1024500.0
NC_000962.3	1025000	1026000	Rv0919,argT,Rv0920c	1025500.0	0	1025500.0
NC_000962.3	1026000	1027000	Rv0920c	1026500.0	0	1026500.0
NC_000962.3	1027000	1028000	Rv0921,Rv0922	1027500.0	0	1027500.0
NC_000962.3	1028000	1029000	Rv0922	1028500.0	0	1028500.0
NC_000962.3	1029000	1030000	Rv0922,Rv0923c	1029500.0	0	1029500.0
NC_000962.3	1030000	1031000	Rv0923c,mntH	1030500.0	0	1030500.0
NC_000962.3	1031000	1032000	mntH,Rv0925c	1031500.0	0	1031500.0
NC_000962.3	1032000	1033000	Rv0925c,Rv0926c	1032500.0	0	1032500.0
NC_000962.3	1033000	1034000	Rv0926c,Rv0927c	1033500.0	0	1033500.0
NC_000962.3	1034000	1035000	Rv0927c,pstS3	1034500.0	0	1034500.0
NC_000962.3	1035000	1036000	pstS3	1035500.0	0	1035500.0
NC_000962.3	1036000	1037000	pstS3,pstC2,pstA1	1036500.0	0	1036500.0
NC_000962.3	1037000	1038000	pstC2,pstA1,pknD	1037500.0	0	1037500.0
NC_000962.3	1038000	1039000	pknD	1038500.0	0	1038500.0
NC_000962.3	1039000	1040000	pknD,pstS2	1039500.0	0	1039500.0
NC_000962.3	1040000	1041000	pstS2	1040500.0	0	1040500.0
NC_000962.3	1041000	1042000	pstS2,pstB	1041500.0	0	1041500.0
NC_000962.3	1042000	1043000	pstB,pstS1	1042500.0	0	1042500.0
NC_000962.3	1043000	1044000	pstS1,pstC1	1043500.0	0	1043500.0
NC_000962.3	1044000	1045000	pstC1,pstA2	1044500.0	0	1044500.0
NC_000962.3	1045000	1046000	pstA2,mku	1045500.0	0	1045500.0
NC_000962.3	1046000	1047000	mku,ligD	1046500.0	0	1046500.0
NC_000962.3	1047000	1048000	ligD	1047500.0	0	1047500.0
NC_000962.3	1048000	1049000	ligD,Rv0939	1048500.0	0	1048500.0
NC_000962.3	1049000	1050000	Rv0939	1049500.0	0	1049500.0
NC_000962.3	1050000	1051000	Rv0939,Rv0940c	1050500.0	0	1050500.0
NC_000962.3	1051000	1052000	Rv0940c,Rv0941c	1051500.0	0	1051500.0
NC_000962.3	1052000	1053000	Rv0941c,Rv0942,Rv0943c	1052500.0	0	1052500.0
NC_000962.3	1053000	1054000	Rv0943c,Rv0944	1053500.0	0	1053500.0
NC_000962.3	1054000	1055000	Rv0944,Rv0945	1054500.0	0	1054500.0
NC_000962.3	1055000	1056000	Rv0945,pgi	1055500.0	0	1055500.0
NC_000962.3	1056000	1057000	pgi	1056500.0	0	1056500.0
NC_000962.3	1057000	1058000	Rv0947c,Rv0948c	1057500.0	0	1057500.0
NC_000962.3	1058000	1059000	uvrD1	1058500.0	0	1058500.0
NC_000962.3	1059000	1060000	uvrD1	1059500.0	0	1059500.0
NC_000962.3	1060000	1061000	uvrD1,Rv0950c	1060500.0	0	1060500.0
NC_000962.3	1061000	1062000	Rv0950c,sucC	1061500.0	0	1061500.0
NC_000962.3	1062000	1063000	sucC	1062500.0	0	1062500.0
NC_000962.3	1063000	1064000	sucC,sucD	1063500.0	0	1063500.0
NC_000962.3	1064000	1065000	sucD,Rv0953c	1064500.0	0	1064500.0
NC_000962.3	1065000	1066000	Rv0954	1065500.0	0	1065500.0
NC_000962.3	1066000	1067000	Rv0954,Rv0955	1066500.0	0	1066500.0
NC_000962.3	1067000	1068000	Rv0955,purN	1067500.0	0	1067500.0
NC_000962.3	1068000	1069000	purN,purH	1068500.0	0	1068500.0
NC_000962.3	1069000	1070000	purH,Rv0958	1069500.0	0	1069500.0
NC_000962.3	1070000	1071000	Rv0958	1070500.0	0	1070500.0
NC_000962.3	1071000	1072000	Rv0958,Rv0959	1071500.0	0	1071500.0
NC_000962.3	1072000	1073000	Rv0959	1072500.0	0	1072500.0
NC_000962.3	1073000	1074000	Rv0959,vapB9,vapC9	1073500.0	0	1073500.0
NC_000962.3	1074000	1075000	Rv0961,lprP	1074500.0	0	1074500.0
NC_000962.3	1075000	1076000	lprP,Rv0963c	1075500.0	0	1075500.0
NC_000962.3	1076000	1077000	Rv0963c,Rv0964c,Rv0965c	1076500.0	0	1076500.0
NC_000962.3	1077000	1078000	Rv0965c,Rv0966c,csoR	1077500.0	0	1077500.0
NC_000962.3	1078000	1079000	csoR,Rv0968,ctpV	1078500.0	0	1078500.0
NC_000962.3	1079000	1080000	ctpV	1079500.0	0	1079500.0
NC_000962.3	1080000	1081000	ctpV	1080500.0	0	1080500.0
NC_000962.3	1081000	1082000	ctpV,Rv0970,echA7	1081500.0	0	1081500.0
NC_000962.3	1082000	1083000	echA7,fadE12	1082500.0	0	1082500.0
NC_000962.3	1083000	1084000	fadE12,accA2	1083500.0	0	1083500.0
NC_000962.3	1084000	1085000	accA2	1084500.0	0	1084500.0
NC_000962.3	1085000	1086000	accA2,accD2	1085500.0	0	1085500.0
NC_000962.3	1086000	1087000	accD2	1086500.0	0	1086500.0
NC_000962.3	1087000	1088000	accD2,fadE13	1087500.0	0	1087500.0
NC_000962.3	1088000	1089000	fadE13,Rv0976c	1088500.0	0	1088500.0
NC_000962.3	1089000	1090000	Rv0976c	1089500.0	0	1089500.0
NC_000962.3	1090000	1091000	Rv0976c,PE_PGRS16	1090500.0	0	1090500.0
NC_000962.3	1091000	1092000	PE_PGRS16	1091500.0	0	1091500.0
NC_000962.3	1092000	1093000	PE_PGRS16	1092500.0	0	1092500.0
NC_000962.3	1093000	1094000	PE_PGRS16,PE_PGRS17	1093500.0	0	1093500.0
NC_000962.3	1094000	1095000	PE_PGRS17,Rv0979c,rpmF	1094500.0	4	1094500.0
NC_000962.3	1095000	1096000	rpmF,PE_PGRS18	1095500.0	6	1095500.0
NC_000962.3	1096000	1097000	PE_PGRS18,mprA	1096500.0	7	1096500.0
NC_000962.3	1097000	1098000	mprA,mprB	1097500.0	0	1097500.0
NC_000962.3	1098000	1099000	mprB	1098500.0	0	1098500.0
NC_000962.3	1099000	1100000	mprB,pepD	1099500.0	0	1099500.0
NC_000962.3	1100000	1101000	pepD,moaB2	1100500.0	0	1100500.0
NC_000962.3	1101000	1102000	moaB2,mscL,Rv0986	1101500.0	0	1101500.0
NC_000962.3	1102000	1103000	Rv0986,Rv0987	1102500.0	0	1102500.0
NC_000962.3	1103000	1104000	Rv0987	1103500.0	0	1103500.0
NC_000962.3	1104000	1105000	Rv0987	1104500.0	0	1104500.0
NC_000962.3	1105000	1106000	Rv0987,Rv0988	1105500.0	0	1105500.0
NC_000962.3	1106000	1107000	Rv0988,grcC2	1106500.0	0	1106500.0
NC_000962.3	1107000	1108000	grcC2,Rv0990c	1107500.0	0	1107500.0
NC_000962.3	1108000	1109000	Rv0990c,Rv0991c,Rv0992c	1108500.0	0	1108500.0
NC_000962.3	1109000	1110000	Rv0992c,galU	1109500.0	0	1109500.0
NC_000962.3	1110000	1111000	galU,moeA1	1110500.0	0	1110500.0
NC_000962.3	1111000	1112000	moeA1,rimJ	1111500.0	0	1111500.0
NC_000962.3	1112000	1113000	rimJ,Rv0996	1112500.0	0	1112500.0
NC_000962.3	1113000	1114000	Rv0996,alaV	1113500.0	0	1113500.0
NC_000962.3	1114000	1115000	Rv0997,Rv0998	1114500.0	0	1114500.0
NC_000962.3	1115000	1116000	Rv0998,Rv0999	1115500.0	0	1115500.0
NC_000962.3	1116000	1117000	Rv0999,Rv1000c	1116500.0	0	1116500.0
NC_000962.3	1117000	1118000	Rv1000c,arcA	1117500.0	0	1117500.0
NC_000962.3	1118000	1119000	arcA,Rv1002c	1118500.0	0	1118500.0
NC_000962.3	1119000	1120000	Rv1002c	1119500.0	0	1119500.0
NC_000962.3	1120000	1121000	Rv1003,Rv1004c	1120500.0	0	1120500.0
NC_000962.3	1121000	1122000	Rv1004c	1121500.0	0	1121500.0
NC_000962.3	1122000	1123000	Rv1004c,pabB	1122500.0	0	1122500.0
NC_000962.3	1123000	1124000	pabB,Rv1006	1123500.0	0	1123500.0
NC_000962.3	1124000	1125000	Rv1006	1124500.0	0	1124500.0
NC_000962.3	1125000	1126000	Rv1006,metS	1125500.0	0	1125500.0
NC_000962.3	1126000	1127000	metS	1126500.0	0	1126500.0
NC_000962.3	1127000	1128000	metS,tatD	1127500.0	0	1127500.0
NC_000962.3	1128000	1129000	rpfB	1128500.0	0	1128500.0
NC_000962.3	1129000	1130000	rpfB,ksgA	1129500.0	0	1129500.0
NC_000962.3	1130000	1131000	ksgA,ispE	1130500.0	0	1130500.0
NC_000962.3	1131000	1132000	ispE,Rv1012,pks16	1131500.0	0	1131500.0
NC_000962.3	1132000	1133000	pks16	1132500.0	0	1132500.0
NC_000962.3	1133000	1134000	pks16,pth,rplY	1133500.0	0	1133500.0
NC_000962.3	1134000	1135000	rplY,lpqT	1134500.0	0	1134500.0
NC_000962.3	1135000	1136000	lpqT,prsA	1135500.0	0	1135500.0
NC_000962.3	1136000	1137000	prsA,glmU	1136500.0	0	1136500.0
NC_000962.3	1137000	1138000	glmU	1137500.0	0	1137500.0
NC_000962.3	1138000	1139000	glmU,glnT,Rv1019,mfd	1138500.0	0	1138500.0
NC_000962.3	1139000	1140000	mfd	1139500.0	0	1139500.0
NC_000962.3	1140000	1141000	mfd	1140500.0	0	1140500.0
NC_000962.3	1141000	1142000	mfd	1141500.0	0	1141500.0
NC_000962.3	1142000	1143000	mfd,Rv1021	1142500.0	0	1142500.0
NC_000962.3	1143000	1144000	Rv1021,lpqU	1143500.0	0	1143500.0
NC_000962.3	1144000	1145000	lpqU,eno	1144500.0	0	1144500.0
NC_000962.3	1145000	1146000	eno,Rv1024	1145500.0	0	1145500.0
NC_000962.3	1146000	1147000	Rv1024,Rv1025	1146500.0	0	1146500.0
NC_000962.3	1147000	1148000	Rv1025,Rv1026	1147500.0	0	1147500.0
NC_000962.3	1148000	1149000	kdpE	1148500.0	0	1148500.0
NC_000962.3	1149000	1150000	kdpE,kdpD	1149500.0	0	1149500.0
NC_000962.3	1150000	1151000	kdpD	1150500.0	0	1150500.0
NC_000962.3	1151000	1152000	kdpD,kdpF	1151500.0	0	1151500.0
NC_000962.3	1152000	1153000	kdpF,kdpA	1152500.0	0	1152500.0
NC_000962.3	1153000	1154000	kdpA,kdpB	1153500.0	0	1153500.0
NC_000962.3	1154000	1155000	kdpB	1154500.0	0	1154500.0
NC_000962.3	1155000	1156000	kdpB,kdpC	1155500.0	0	1155500.0
NC_000962.3	1156000	1157000	kdpC,trcS	1156500.0	0	1156500.0
NC_000962.3	1157000	1158000	trcS,trcR	1157500.0	0	1157500.0
NC_000962.3	1158000	1159000	trcR,Rv1034c	1158500.0	0	1158500.0
NC_000962.3	1159000	1160000	Rv1034c,Rv1035c	1159500.0	0	1159500.0
NC_000962.3	1160000	1161000	Rv1035c,Rv1036c,esxI,esxJ	1160500.0	0	1160500.0
NC_000962.3	1161000	1162000	esxJ,PPE15	1161500.0	0	1161500.0
NC_000962.3	1162000	1163000	PPE15,PE8	1162500.0	0	1162500.0
NC_000962.3	1163000	1164000	PE8	1163500.0	0	1163500.0
NC_000962.3	1164000	1165000	Rv1041c	1164500.0	0	1164500.0
NC_000962.3	1165000	1166000	Rv1041c,Rv1042c,Rv1043c	1165500.0	0	1165500.0
NC_000962.3	1166000	1167000	Rv1043c	1166500.0	0	1166500.0
NC_000962.3	1167000	1168000	Rv1044,Rv1045	1167500.0	0	1167500.0
NC_000962.3	1168000	1169000	Rv1045,Rv1046c	1168500.0	0	1168500.0
NC_000962.3	1169000	1170000	Rv1046c,Rv1047	1169500.0	0	1169500.0
NC_000962.3	1170000	1171000	Rv1047	1170500.0	0	1170500.0
NC_000962.3	1171000	1172000	Rv1048c	1171500.0	0	1171500.0
NC_000962.3	1172000	1173000	Rv1048c,Rv1049,Rv1050	1172500.0	0	1172500.0
NC_000962.3	1173000	1174000	Rv1050,Rv1051c	1173500.0	0	1173500.0
NC_000962.3	1174000	1175000	Rv1051c	1174500.0	0	1174500.0
NC_000962.3	1175000	1176000	Rv1052	1175500.0	0	1175500.0
NC_000962.3	1176000	1177000	Rv1052,Rv1053c,Rv1054	1176500.0	0	1176500.0
NC_000962.3	1177000	1178000	Rv1054,Rv1055,leuX,Rv1056	1177500.0	0	1177500.0
NC_000962.3	1178000	1179000	Rv1056	1178500.0	0	1178500.0
NC_000962.3	1179000	1180000	Rv1057	1179500.0	0	1179500.0
NC_000962.3	1180000	1181000	Rv1057,fadD14	1180500.0	0	1180500.0
NC_000962.3	1181000	1182000	fadD14	1181500.0	0	1181500.0
NC_000962.3	1182000	1183000	fadD14,Rv1059	1182500.0	0	1182500.0
NC_000962.3	1183000	1184000	Rv1059,Rv1060	1183500.0	0	1183500.0
NC_000962.3	1184000	1185000	Rv1061,Rv1062	1184500.0	0	1184500.0
NC_000962.3	1185000	1186000	Rv1062,Rv1063c	1185500.0	0	1185500.0
NC_000962.3	1186000	1187000	Rv1063c,lpqV	1186500.0	0	1186500.0
NC_000962.3	1187000	1188000	lpqV,Rv1065,Rv1066	1187500.0	0	1187500.0
NC_000962.3	1188000	1189000	Rv1065,Rv1066,PE_PGRS19	1188500.0	0	1188500.0
NC_000962.3	1189000	1190000	PE_PGRS19	1189500.0	0	1189500.0
NC_000962.3	1190000	1191000	PE_PGRS19,PE_PGRS20	1190500.0	0	1190500.0
NC_000962.3	1191000	1192000	PE_PGRS20	1191500.0	0	1191500.0
NC_000962.3	1192000	1193000	PE_PGRS20,Rv1069c	1192500.0	0	1192500.0
NC_000962.3	1193000	1194000	Rv1069c	1193500.0	0	1193500.0
NC_000962.3	1194000	1195000	Rv1069c,echA8	1194500.0	0	1194500.0
NC_000962.3	1195000	1196000	echA8,echA9	1195500.0	0	1195500.0
NC_000962.3	1196000	1197000	echA9,Rv1072	1196500.0	0	1196500.0
NC_000962.3	1197000	1198000	Rv1072,Rv1073	1197500.0	0	1197500.0
NC_000962.3	1198000	1199000	Rv1073,fadA3	1198500.0	0	1198500.0
NC_000962.3	1199000	1200000	fadA3,Rv1075c	1199500.0	0	1199500.0
NC_000962.3	1200000	1201000	Rv1075c,lipU	1200500.0	0	1200500.0
NC_000962.3	1201000	1202000	lipU,cbs	1201500.0	0	1201500.0
NC_000962.3	1202000	1203000	cbs	1202500.0	0	1202500.0
NC_000962.3	1203000	1204000	cbs,pra	1203500.0	0	1203500.0
NC_000962.3	1204000	1205000	pra,metB	1204500.0	0	1204500.0
NC_000962.3	1205000	1206000	metB,greA,Rv1081c	1205500.0	0	1205500.0
NC_000962.3	1206000	1207000	Rv1081c,mca	1206500.0	0	1206500.0
NC_000962.3	1207000	1208000	mca,Rv1083,Rv1084	1207500.0	0	1207500.0
NC_000962.3	1208000	1209000	Rv1084	1208500.0	0	1208500.0
NC_000962.3	1209000	1210000	Rv1084,Rv1085c	1209500.0	0	1209500.0
NC_000962.3	1210000	1211000	Rv1085c,Rv1086	1210500.0	0	1210500.0
NC_000962.3	1211000	1212000	Rv1086,PE_PGRS21	1211500.0	0	1211500.0
NC_000962.3	1212000	1213000	PE_PGRS21	1212500.0	1	1212500.0
NC_000962.3	1213000	1214000	PE_PGRS21	1213500.0	1	1213500.0
NC_000962.3	1214000	1215000	Rv1087A,PE9,PE10	1214500.0	0	1214500.0
NC_000962.3	1215000	1216000	PE10,celA2a,celA2b	1215500.0	0	1215500.0
NC_000962.3	1216000	1217000	celA2b,PE_PGRS22	1216500.0	0	1216500.0
NC_000962.3	1217000	1218000	PE_PGRS22	1217500.0	1	1217500.0
NC_000962.3	1218000	1219000	PE_PGRS22	1218500.0	0	1218500.0
NC_000962.3	1219000	1220000	PE_PGRS22,coaA	1219500.0	0	1219500.0
NC_000962.3	1220000	1221000	coaA,glyA1	1220500.0	0	1220500.0
NC_000962.3	1221000	1222000	glyA1,desA2	1221500.0	0	1221500.0
NC_000962.3	1222000	1223000	desA2,phoH2	1222500.0	0	1222500.0
NC_000962.3	1223000	1224000	phoH2	1223500.0	0	1223500.0
NC_000962.3	1224000	1225000	phoH2,Rv1096	1224500.0	0	1224500.0
NC_000962.3	1225000	1226000	Rv1096,Rv1097c	1225500.0	0	1225500.0
NC_000962.3	1226000	1227000	Rv1097c,fum	1226500.0	0	1226500.0
NC_000962.3	1227000	1228000	fum,glpX	1227500.0	0	1227500.0
NC_000962.3	1228000	1229000	glpX,Rv1100	1228500.0	0	1228500.0
NC_000962.3	1229000	1230000	Rv1100,Rv1101c	1229500.0	0	1229500.0
NC_000962.3	1230000	1231000	Rv1101c,mazF3,mazE3	1230500.0	0	1230500.0
NC_000962.3	1231000	1232000	mazE3,Rv1104	1231500.0	0	1231500.0
NC_000962.3	1232000	1233000	Rv1105,Rv1106c	1232500.0	0	1232500.0
NC_000962.3	1233000	1234000	Rv1106c,xseB	1233500.0	0	1233500.0
NC_000962.3	1234000	1235000	xseB,xseA	1234500.0	0	1234500.0
NC_000962.3	1235000	1236000	xseA,Rv1109c	1235500.0	0	1235500.0
NC_000962.3	1236000	1237000	Rv1109c,lytB2	1236500.0	0	1236500.0
NC_000962.3	1237000	1238000	lytB2,Rv1111c	1237500.0	0	1237500.0
NC_000962.3	1238000	1239000	Rv1111c,Rv1112	1238500.0	0	1238500.0
NC_000962.3	1239000	1240000	Rv1112,vapB32,vapC32	1239500.0	0	1239500.0
NC_000962.3	1240000	1241000	Rv1115	1240500.0	0	1240500.0
NC_000962.3	1241000	1242000	Rv1116,Rv1116A,Rv1117,Rv1118c	1241500.0	0	1241500.0
NC_000962.3	1242000	1243000	Rv1118c,Rv1119c	1242500.0	0	1242500.0
NC_000962.3	1243000	1244000	Rv1119c,Rv1120c,zwf1	1243500.0	0	1243500.0
NC_000962.3	1244000	1245000	zwf1	1244500.0	0	1244500.0
NC_000962.3	1245000	1246000	zwf1,gnd2	1245500.0	0	1245500.0
NC_000962.3	1246000	1247000	gnd2,bpoB	1246500.0	0	1246500.0
NC_000962.3	1247000	1248000	bpoB,ephC	1247500.0	0	1247500.0
NC_000962.3	1248000	1249000	ephC,Rv1125	1248500.0	0	1248500.0
NC_000962.3	1249000	1250000	Rv1125,Rv1126c,ppdK	1249500.0	0	1249500.0
NC_000962.3	1250000	1251000	ppdK	1250500.0	0	1250500.0
NC_000962.3	1251000	1252000	ppdK,Rv1128c	1251500.0	0	1251500.0
NC_000962.3	1252000	1253000	Rv1128c	1252500.0	0	1252500.0
NC_000962.3	1253000	1254000	Rv1129c	1253500.0	0	1253500.0
NC_000962.3	1254000	1255000	Rv1129c,prpD	1254500.0	0	1254500.0
NC_000962.3	1255000	1256000	prpD	1255500.0	0	1255500.0
NC_000962.3	1256000	1257000	prpD,prpC	1256500.0	0	1256500.0
NC_000962.3	1257000	1258000	prpC,Rv1132	1257500.0	0	1257500.0
NC_000962.3	1258000	1259000	Rv1132	1258500.0	0	1258500.0
NC_000962.3	1259000	1260000	Rv1132,metE	1259500.0	0	1259500.0
NC_000962.3	1260000	1261000	metE	1260500.0	0	1260500.0
NC_000962.3	1261000	1262000	metE,Rv1134	1261500.0	0	1261500.0
NC_000962.3	1262000	1263000	Rv1134,PPE16	1262500.0	0	1262500.0
NC_000962.3	1263000	1264000	PPE16	1263500.0	1	1263500.0
NC_000962.3	1264000	1265000	PPE16,Rv1135A,Rv1136	1264500.0	0	1264500.0
NC_000962.3	1265000	1266000	Rv1137c,Rv1138c	1265500.0	0	1265500.0
NC_000962.3	1266000	1267000	Rv1138c,Rv1139c	1266500.0	0	1266500.0
NC_000962.3	1267000	1268000	Rv1140	1267500.0	0	1267500.0
NC_000962.3	1268000	1269000	Rv1140,echA11	1268500.0	0	1268500.0
NC_000962.3	1269000	1270000	echA11,echA10	1269500.0	0	1269500.0
NC_000962.3	1270000	1271000	mcr	1270500.0	0	1270500.0
NC_000962.3	1271000	1272000	mcr,Rv1144	1271500.0	0	1271500.0
NC_000962.3	1272000	1273000	mmpL13a	1272500.0	0	1272500.0
NC_000962.3	1273000	1274000	mmpL13a,mmpL13b	1273500.0	0	1273500.0
NC_000962.3	1274000	1275000	mmpL13b,Rv1147	1274500.0	0	1274500.0
NC_000962.3	1275000	1276000	Rv1147	1275500.0	0	1275500.0
NC_000962.3	1276000	1277000	Rv1148c	1276500.0	7	1276500.0
NC_000962.3	1277000	1278000	Rv1148c,Rv1149	1277500.0	0	1277500.0
NC_000962.3	1278000	1279000	Rv1149,Rv1150,Rv1151c	1278500.0	0	1278500.0
NC_000962.3	1279000	1280000	Rv1151c,Rv1152,omt	1279500.0	0	1279500.0
NC_000962.3	1280000	1281000	Rv1152,omt,Rv1154c	1280500.0	0	1280500.0
NC_000962.3	1281000	1282000	Rv1154c,Rv1155	1281500.0	0	1281500.0
NC_000962.3	1282000	1283000	Rv1156	1282500.0	0	1282500.0
NC_000962.3	1283000	1284000	Rv1157c	1283500.0	0	1283500.0
NC_000962.3	1284000	1285000	Rv1157c,Rv1158c,pimE	1284500.0	0	1284500.0
NC_000962.3	1285000	1286000	pimE	1285500.0	0	1285500.0
NC_000962.3	1286000	1287000	pimE,Rv1159A,mutT2	1286500.0	0	1286500.0
NC_000962.3	1287000	1288000	mutT2,narG	1287500.0	0	1287500.0
NC_000962.3	1288000	1289000	narG	1288500.0	0	1288500.0
NC_000962.3	1289000	1290000	narG	1289500.0	0	1289500.0
NC_000962.3	1290000	1291000	narG	1290500.0	0	1290500.0
NC_000962.3	1291000	1292000	narG,narH	1291500.0	0	1291500.0
NC_000962.3	1292000	1293000	narH,narJ	1292500.0	0	1292500.0
NC_000962.3	1293000	1294000	narJ,narI	1293500.0	0	1293500.0
NC_000962.3	1294000	1295000	narI,typA	1294500.0	0	1294500.0
NC_000962.3	1295000	1296000	typA	1295500.0	0	1295500.0
NC_000962.3	1296000	1297000	typA,lpqW	1296500.0	0	1296500.0
NC_000962.3	1297000	1298000	lpqW	1297500.0	0	1297500.0
NC_000962.3	1298000	1299000	lpqW,Rv1167c,PPE17	1298500.0	0	1298500.0
NC_000962.3	1299000	1300000	PPE17,lipX	1299500.0	0	1299500.0
NC_000962.3	1300000	1301000	lipX,mshB	1300500.0	0	1300500.0
NC_000962.3	1301000	1302000	mshB,Rv1171,PE12	1301500.0	0	1301500.0
NC_000962.3	1302000	1303000	PE12,fbiC	1302500.0	0	1302500.0
NC_000962.3	1303000	1304000	fbiC	1303500.0	0	1303500.0
NC_000962.3	1304000	1305000	fbiC	1304500.0	0	1304500.0
NC_000962.3	1305000	1306000	fbiC,TB8.4	1305500.0	0	1305500.0
NC_000962.3	1306000	1307000	TB8.4,fadH	1306500.0	0	1306500.0
NC_000962.3	1307000	1308000	fadH	1307500.0	0	1307500.0
NC_000962.3	1308000	1309000	fadH,Rv1176c	1308500.0	0	1308500.0
NC_000962.3	1309000	1310000	fdxC,Rv1178	1309500.0	0	1309500.0
NC_000962.3	1310000	1311000	Rv1178,Rv1179c	1310500.0	0	1310500.0
NC_000962.3	1311000	1312000	Rv1179c	1311500.0	0	1311500.0
NC_000962.3	1312000	1313000	Rv1179c	1312500.0	0	1312500.0
NC_000962.3	1313000	1314000	Rv1179c,pks3	1313500.0	0	1313500.0
