EventID	start_0based	end_1based	Overlap_Genes	HomologTargetID	Hm_Overlap_Genes	Target_Start	Target_End	NumMatch_SNPs	Total_SNPs	P_SNPMatch	NumMatch_Kmers	Total_Kmers	P_KmerMatch	Dist_Event_To_Hm
Event_093	1339431	1339774	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	4	5	0.8	26	37	0.7027	193483.0
Event_093	1339431	1339774	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	4	5	0.8	26	37	0.7027	1856367.0
Event_094	1339647	1339806	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	20	20	1.0	114	114	1.0	1856491.0
Event_094	1339647	1339806	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	0	20	0.0	0	114	0.0	193359.0
Event_095	1339860	1339905	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	12	12	1.0	55	55	1.0	193203.0
Event_095	1339860	1339905	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	12	12	1.0	55	55	1.0	1856647.0
Event_096	1339893	1340208	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	8	8	1.0	62	64	0.9688	193035.0
Event_096	1339893	1340208	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	4	8	0.5	29	64	0.4531	1856815.0
Event_097	1339965	1340036	PPE18	PE31,PPE60-H37Rv-3894016-3895519	PE31,PPE60	3894016	3895519	11	11	1.0	57	57	1.0	1856765.0
Event_097	1339965	1340036	PPE18	PPE19-H37Rv-1532539-1533632	PPE19	1532539	1533632	3	11	0.2727	11	57	0.193	193085.0
Event_098	1340499	1341152	PPE18,esxK,esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	3	10	0.3	13	89	0.1461	689828.0
Event_098	1340499	1341152	PPE18,esxK,esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	3	10	0.3	13	89	0.1461	1285458.5
Event_098	1340499	1341152	PPE18,esxK,esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	2	10	0.2	14	89	0.1573	179969.5
Event_098	1340499	1341152	PPE18,esxK,esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	1	10	0.1	5	89	0.0562	1692069.5
Event_099	1340656	1341120	esxK,esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	5	0.8	28	55	0.5091	180032.0
Event_099	1340656	1341120	esxK,esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	3	5	0.6	33	55	0.6	1692132.0
Event_099	1340656	1341120	esxK,esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	3	5	0.6	20	55	0.3636	689765.5
Event_099	1340656	1341120	esxK,esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	2	5	0.4	9	55	0.1636	1285396.0
Event_100	1340666	1341102	esxK,esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	2	4	0.5	1	44	0.0227	180028.0
Event_100	1340666	1341102	esxK,esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	2	4	0.5	1	44	0.0227	1692128.0
Event_100	1340666	1341102	esxK,esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	1	4	0.25	22	44	0.5	689769.5
Event_100	1340666	1341102	esxK,esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	1	4	0.25	13	44	0.2955	1285400.0
Event_101	1340687	1340784	esxK	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	3	4	0.75	17	28	0.6071	179879.5
Event_101	1340687	1340784	esxK	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	3	4	0.75	17	28	0.6071	1285548.5
Event_101	1340687	1340784	esxK	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	1	4	0.25	11	28	0.3929	689918.0
Event_101	1340687	1340784	esxK	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	1	4	0.25	3	28	0.1071	1691979.5
Event_102	1340915	1341073	esxK,esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	6	0.6667	34	64	0.5312	180138.0
Event_102	1340915	1341073	esxK,esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	4	6	0.6667	34	64	0.5312	1692238.0
Event_102	1340915	1341073	esxK,esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	4	6	0.6667	31	64	0.4844	689659.5
Event_102	1340915	1341073	esxK,esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	1	6	0.1667	11	64	0.1719	1285290.0
Event_103	1340973	1341174	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	7	15	0.4667	57	115	0.4957	1285210.5
Event_103	1340973	1341174	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	7	15	0.4667	20	115	0.1739	689580.0
Event_103	1340973	1341174	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	2	15	0.1333	17	115	0.1478	180217.5
Event_103	1340973	1341174	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	2	15	0.1333	17	115	0.1478	1692317.5
Event_104	1341022	1341120	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	4	4	1.0	0	39	0.0	689582.5
Event_104	1341022	1341120	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	4	4	1.0	0	39	0.0	1285213.0
Event_104	1341022	1341120	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	0	4	0.0	29	39	0.7436	180215.0
Event_104	1341022	1341120	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	0	4	0.0	29	39	0.7436	1692315.0
Event_105	1341022	1341295	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	4	5	0.8	34	50	0.68	1285125.5
Event_105	1341022	1341295	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	4	5	0.8	29	50	0.58	689495.0
Event_105	1341022	1341295	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	0	5	0.0	0	50	0.0	180302.5
Event_105	1341022	1341295	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	0	5	0.0	0	50	0.0	1692402.5
Event_106	1341028	1341120	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	6	6	1.0	56	61	0.918	1285210.0
Event_106	1341028	1341120	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	5	6	0.8333	45	61	0.7377	689579.5
Event_106	1341028	1341120	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	0	6	0.0	0	61	0.0	180218.0
Event_106	1341028	1341120	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	0	6	0.0	0	61	0.0	1692318.0
Event_107	1341031	1341254	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	4	1.0	34	34	1.0	180286.5
Event_107	1341031	1341254	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	4	4	1.0	34	34	1.0	1692386.5
Event_107	1341031	1341254	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	1	4	0.25	11	34	0.3235	1285141.5
Event_107	1341031	1341254	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	1	4	0.25	9	34	0.2647	689511.0
Event_108	1341072	1341120	esxL	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	5	7	0.7143	0	53	0.0	689557.5
Event_108	1341072	1341120	esxL	esxO,esxP,Rv2348c-H37Rv-2625885-2626683	esxO,esxP,Rv2348c	2625885	2626683	4	7	0.5714	0	53	0.0	1285188.0
Event_108	1341072	1341120	esxL	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	3	7	0.4286	53	53	1.0	180240.0
Event_108	1341072	1341120	esxL	esxV,esxW-H37Rv-4059985-4060591	esxV,esxW	4059985	4060591	3	7	0.4286	53	53	1.0	1692340.0
Event_110	1532655	1532855	PPE19	PPE60-H37Rv-3894405-3895588	PPE60	3894405	3895588	5	5	1.0	30	37	0.8108	2049290.5
Event_110	1532655	1532855	PPE19	PPE18-H37Rv-1339349-1340433	PPE18	1339349	1340433	1	5	0.2	4	37	0.1081	192864.0
Event_111	1532655	1532889	PPE19	PPE60-H37Rv-3894405-3895588	PPE60	3894405	3895588	12	12	1.0	62	62	1.0	2049307.5
Event_111	1532655	1532889	PPE19	PPE18-H37Rv-1339349-1340433	PPE18	1339349	1340433	3	12	0.25	17	62	0.2742	192881.0
Event_112	1532910	1533016	PPE19	PPE18-H37Rv-1339349-1340433	PPE18	1339349	1340433	20	20	1.0	76	100	0.76	193072.0
Event_112	1532910	1533016	PPE19	PPE60-H37Rv-3894405-3895588	PPE60	3894405	3895588	12	20	0.6	14	100	0.14	2049498.5
Event_113	1533158	1533241	PPE19	PPE18-H37Rv-1339349-1340433	PPE18	1339349	1340433	4	5	0.8	32	32	1.0	193308.5
Event_113	1533158	1533241	PPE19	PPE60-H37Rv-3894405-3895588	PPE60	3894405	3895588	2	5	0.4	0	32	0.0	2049735.0
Event_114	1533326	1533434	PPE19	PPE60-H37Rv-3894405-3895588	PPE60	3894405	3895588	4	4	1.0	40	40	1.0	2049915.5
Event_114	1533326	1533434	PPE19	PPE18-H37Rv-1339349-1340433	PPE18	1339349	1340433	0	4	0.0	1	40	0.025	193489.0
Event_115	1633631	1634550	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	5	14	0.3571	34	68	0.5	3458.0
Event_115	1633631	1634550	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	14	0.0	0	68	0.0	797943.5
Event_116	1633631	1634610	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	12	21	0.5714	69	103	0.6699	3428.0
Event_116	1633631	1634610	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	21	0.0	3	103	0.0291	797973.5
Event_117	1633631	1634636	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	9	15	0.6	49	83	0.5904	3415.0
Event_117	1633631	1634636	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	15	0.0	3	83	0.0361	797986.5
Event_118	1633652	1633662	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	0	4	0.0	0	18	0.0	3891.5
Event_119	1633677	1633739	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	0	17	0.0	0	51	0.0	3840.5
Event_120	1633677	1634592	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	5	29	0.1724	63	121	0.5207	3414.0
Event_120	1633677	1634592	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	3	29	0.1034	3	121	0.0248	797987.5
Event_121	1633727	1633746	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	0	5	0.0	0	22	0.0	3812.0
Event_122	1633743	1634550	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	4	9	0.4444	42	67	0.6269	3402.0
Event_122	1633743	1634550	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	2	9	0.2222	0	67	0.0	797999.5
Event_123	1633907	1634636	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	13	18	0.7222	69	121	0.5702	3277.0
Event_123	1633907	1634636	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	3	18	0.1667	6	121	0.0496	798124.5
Event_124	1633972	1634539	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	2	7	0.2857	7	58	0.1207	798108.5
Event_124	1633972	1634539	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	1	7	0.1429	0	58	0.0	3293.0
Event_125	1634417	1634541	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	2	4	0.5	0	24	0.0	3069.5
Event_125	1634417	1634541	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	4	0.0	1	24	0.0417	798332.0
Event_126	1634522	1634610	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	6	7	0.8571	32	44	0.7273	2982.5
Event_126	1634522	1634610	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	7	0.0	0	44	0.0	798419.0
Event_127	1634522	1634610	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	6	9	0.6667	35	46	0.7609	2982.5
Event_127	1634522	1634610	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	9	0.0	0	46	0.0	798419.0
Event_128	1634522	1634610	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	7	10	0.7	46	46	1.0	2982.5
Event_128	1634522	1634610	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	10	0.0	0	46	0.0	798419.0
Event_129	1634522	1634610	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	12	15	0.8	69	69	1.0	2982.5
Event_129	1634522	1634610	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	15	0.0	3	69	0.0435	798419.0
Event_130	1634537	1634550	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	4	7	0.5714	23	23	1.0	3005.0
Event_130	1634537	1634550	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	7	0.0	0	23	0.0	798396.5
Event_131	1634537	1634636	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	13	16	0.8125	72	72	1.0	2962.0
Event_131	1634537	1634636	PE_PGRS27	PE_PGRS9-H37Rv-835775-836519	PE_PGRS9	835775	836519	0	16	0.0	3	72	0.0417	798439.5
Event_132	1634579	1634592	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	5	5	1.0	23	23	1.0	2963.0
Event_133	1634579	1634592	PE_PGRS27	PE_PGRS28,Rv1453-H37Rv-1636705-1638392	PE_PGRS28,Rv1453	1636705	1638392	5	5	1.0	23	23	1.0	2963.0
Event_134	1636756	1638212	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	28	47	0.5957	158	168	0.9405	3434.0
Event_134	1636756	1638212	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	6	47	0.1277	7	168	0.0417	1013666.0
Event_134	1636756	1638212	PE_PGRS28	PE_PGRS9-H37Rv-836147-836519	PE_PGRS9	836147	836519	0	47	0.0	7	168	0.0417	801151.0
Event_135	1636825	1637264	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	11	18	0.6111	75	75	1.0	2994.5
Event_136	1636867	1636881	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	6	6	1.0	19	24	0.7917	2824.0
Event_137	1637233	1637264	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	6	0.0	31	31	1.0	3198.5
Event_138	1637248	1637280	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	6	0.0	34	34	1.0	3214.0
Event_139	1637248	1638194	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	5	10	0.5	46	46	1.0	3671.0
Event_139	1637248	1638194	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	1	10	0.1	0	46	0.0	1013429.0
Event_139	1637248	1638194	PE_PGRS28	PE_PGRS9-H37Rv-836147-836519	PE_PGRS9	836147	836519	0	10	0.0	0	46	0.0	801388.0
Event_140	1637252	1637762	PE_PGRS28	PE_PGRS9-H37Rv-836147-836519	PE_PGRS9	836147	836519	4	6	0.6667	4	53	0.0755	801174.0
Event_140	1637252	1637762	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	6	0.0	2	53	0.0377	3457.0
Event_141	1637254	1637264	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	4	0.0	20	20	1.0	3209.0
Event_142	1637254	1637264	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	4	0.0	20	20	1.0	3209.0
Event_143	1637262	1637294	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	5	0.0	36	36	1.0	3228.0
Event_144	1637279	1637348	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	19	0.0	78	78	1.0	3263.5
Event_145	1637338	1637348	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	4	0.0	20	20	1.0	3293.0
Event_146	1637574	1637762	PE_PGRS28	PE_PGRS9-H37Rv-836147-836519	PE_PGRS9	836147	836519	4	6	0.6667	6	43	0.1395	801335.0
Event_146	1637574	1637762	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	0	6	0.0	0	43	0.0	3618.0
Event_147	1638124	1638152	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	5	8	0.625	34	34	1.0	4088.0
Event_147	1638124	1638152	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	3	8	0.375	4	34	0.1176	1013012.0
Event_148	1638124	1638212	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	7	10	0.7	46	46	1.0	4118.0
Event_148	1638124	1638212	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	5	10	0.5	7	46	0.1522	1012982.0
Event_149	1638124	1638212	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	7	10	0.7	46	46	1.0	4118.0
Event_149	1638124	1638212	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	5	10	0.5	7	46	0.1522	1012982.0
Event_150	1638124	1638212	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	7	10	0.7	46	46	1.0	4118.0
Event_150	1638124	1638212	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	5	10	0.5	7	46	0.1522	1012982.0
Event_151	1638124	1638212	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	12	15	0.8	69	69	1.0	4118.0
Event_151	1638124	1638212	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	6	15	0.4	7	69	0.1014	1012982.0
Event_152	1638181	1638194	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	5	5	1.0	23	23	1.0	4137.5
Event_152	1638181	1638194	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	1	5	0.2	0	23	0.0	1012962.5
Event_153	1638181	1638194	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	5	5	1.0	23	23	1.0	4137.5
Event_153	1638181	1638194	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	1	5	0.2	0	23	0.0	1012962.5
Event_154	1638181	1638238	PE_PGRS28	PE_PGRS27-H37Rv-1633310-1634790	PE_PGRS27	1633310	1634790	7	7	1.0	37	37	1.0	4159.5
Event_154	1638181	1638238	PE_PGRS28	Rv2370c,PE_PGRS40-H37Rv-2650377-2651923	Rv2370c,PE_PGRS40	2650377	2651923	1	7	0.1429	0	37	0.0	1012940.5
Event_155	1788612	1788664	Rv1587c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	0	4	0.0	25	36	0.6944	1684183.5
Event_155	1788612	1788664	Rv1587c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	4	0.0	25	36	0.6944	2095553.0
Event_156	1788725	1789545	Rv1587c,Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	9	16	0.5625	19	92	0.2065	1684680.5
Event_156	1788725	1789545	Rv1587c,Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	16	0.0	2	92	0.0217	2095056.0
Event_157	1789445	1789654	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	3	4	0.75	11	35	0.3143	1685095.0
Event_157	1789445	1789654	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	4	0.0	35	35	1.0	2094641.5
Event_158	1789445	1789678	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	7	9	0.7778	11	65	0.1692	1685107.0
Event_158	1789445	1789678	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	9	0.0	65	65	1.0	2094629.5
Event_159	1789445	1789678	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	7	9	0.7778	11	65	0.1692	1685107.0
Event_159	1789445	1789678	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	9	0.0	65	65	1.0	2094629.5
Event_160	1789551	1789798	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	6	7	0.8571	39	61	0.6393	1685220.0
Event_160	1789551	1789798	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	7	0.0	0	61	0.0	2094516.5
Event_161	1789564	1789671	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	3	4	0.75	0	37	0.0	1685163.0
Event_161	1789564	1789671	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	4	0.0	37	37	1.0	2094573.5
Event_162	1789572	1789798	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	7	7	1.0	30	50	0.6	1685230.5
Event_162	1789572	1789798	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	7	0.0	0	50	0.0	2094506.0
Event_163	1789649	1789766	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	5	6	0.8333	10	44	0.2273	1685253.0
Event_163	1789649	1789766	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	6	0.0	44	44	1.0	2094483.5
Event_164	1789675	1789697	Rv1588c	Rv0094c,Rv0095c-H37Rv-103779-105130	Rv0094c,Rv0095c	103779	105130	4	4	1.0	12	25	0.48	1685231.5
Event_164	1789675	1789697	Rv1588c	Rv3466,Rv3467-H37Rv-3883535-3884847	Rv3466,Rv3467	3883535	3884847	0	4	0.0	0	25	0.0	2094505.0
Event_165	2025899	2026033	PPE25	PPE27-H37Rv-2028425-2029242	PPE27	2028425	2029242	5	8	0.625	45	50	0.9	2867.5
Event_166	2025899	2026110	PPE25	PPE27-H37Rv-2028425-2029242	PPE27	2028425	2029242	6	9	0.6667	56	61	0.918	2829.0
Event_167	2028974	2028993	PPE27	PPE25-H37Rv-2025301-2026163	PPE25	2025301	2026163	3	4	0.75	9	27	0.3333	3251.5
Event_168	2028974	2029189	PPE27	PPE25-H37Rv-2025301-2026163	PPE25	2025301	2026163	4	4	1.0	30	37	0.8108	3349.5
Event_169	2029086	2029112	PPE27	PPE25-H37Rv-2025301-2026163	PPE25	2025301	2026163	3	6	0.5	30	30	1.0	3367.0
Event_170	2029086	2029112	PPE27	PPE25-H37Rv-2025301-2026163	PPE25	2025301	2026163	3	6	0.5	30	30	1.0	3367.0
Event_171	2030486	2030521	esxM	esxI,esxJ-H37Rv-1160538-1161165	esxI,esxJ	1160538	1161165	1	4	0.25	13	24	0.5417	869652.0
Event_171	2030486	2030521	esxM	esxK,esxL-H37Rv-1340643-1341288	esxK,esxL	1340643	1341288	1	4	0.25	13	24	0.5417	689538.0
Event_171	2030486	2030521	esxM	esxO,esxP-H37Rv-2625889-2626534	esxO,esxP	2625889	2626534	1	4	0.25	13	24	0.5417	595708.0
Event_171	2030486	2030521	esxM	esxV,esxW-H37Rv-4059983-4060591	esxV,esxW	4059983	4060591	1	4	0.25	13	24	0.5417	2029783.5
Event_172	2030517	2030765	esxM,esxN	esxO,esxP-H37Rv-2625889-2626534	esxO,esxP	2625889	2626534	7	7	1.0	45	45	1.0	595570.5
Event_172	2030517	2030765	esxM,esxN	esxK,esxL-H37Rv-1340643-1341288	esxK,esxL	1340643	1341288	7	7	1.0	40	45	0.8889	689675.5
