HmRegion_Num	Chr	Start	End	Center	Length	Overlap_Genes	NOvrlap_Transposase	num_HmAln_All	num_HmAln_PR_BelowSeqID100	num_HmAln_PR_MinSeqID99	HmRegionNum	HmRegionID	NOvrlap_IS6110_Label	PR_SetID	Norm_Donor_Count	N_Events_Mapped	N_Events_Putative	EventSkew	DonAccCt	EventSkew_Norm	GCE_FractionMapped	Num_PR_SNPs_All	Num_PR_SNPs_Unq
143	NC_000962.3	3155882	3155981	3155931.5	99	_	0	1	0	0	143	PR_HmRegion_143	0	PR_Set_62	0.0	0	0	0.0	0.0	0.0	0.0	0	0
144	NC_000962.3	3155990	3156089	3156039.5	99	_	0	1	0	0	144	PR_HmRegion_144	0	PR_Set_62	0.0	0	0	0.0	0.0	0.0	0.0	0	0
145	NC_000962.3	3171448	3171627	3171537.5	179	Rv2859c,glnA4	0	4	4	4	145	PR_HmRegion_145	0	PR_Set_63	0.0	0	0	0.0	0.0	0.0	0.0	43	18
146	NC_000962.3	3192203	3192354	3192278.5	151	_	0	8	7	7	146	PR_HmRegion_146	0	PR_Set_26	0.0	0	0	0.0	0.0	0.0	0.0	61	39
147	NC_000962.3	3194137	3196202	3195169.5	2065	Rv2884,Rv2885c,Rv2886c	1	3	3	3	147	PR_HmRegion_147	0	PR_Set_20	2.0	1	1	-1.0	3.0	-0.3333333333333333	1.0	781	582
148	NC_000962.3	3239454	3239775	3239614.5	321	fpg	0	4	4	4	148	PR_HmRegion_148	0	PR_Set_63	0.0	0	0	0.0	0.0	0.0	0.0	43	25
149	NC_000962.3	3246396	3248376	3247386.0	1980	ppsA	0	1	1	1	149	PR_HmRegion_149	0	PR_Set_64	1.0	1	2	0.0	2.0	0.0	0.5	308	308
150	NC_000962.3	3251819	3253802	3252810.5	1983	ppsB	0	1	1	1	150	PR_HmRegion_150	0	PR_Set_64	1.0	1	1	0.0	2.0	0.0	1.0	305	305
151	NC_000962.3	3276484	3282708	3279596.0	6224	mas	0	1	1	1	151	PR_HmRegion_151	0	PR_Set_42	0.0	0	0	0.0	0.0	0.0	0.0	1464	1464
152	NC_000962.3	3317533	3317739	3317636.0	206	_	0	1	1	1	152	PR_HmRegion_152	0	PR_Set_5	0.0	0	0	0.0	0.0	0.0	0.0	7	7
153	NC_000962.3	3319468	3319670	3319569.0	202	pca	0	4	4	4	153	PR_HmRegion_153	0	PR_Set_19	0.0	0	0	0.0	0.0	0.0	0.0	15	11
154	NC_000962.3	3333757	3335814	3334785.5	2057	thiL,Rv2978c,Rv2979c	1	4	4	4	154	PR_HmRegion_154	0	PR_Set_20	1.0	0	0	-1.0	1.0	-1.0	0.0	1087	723
155	NC_000962.3	3376926	3378450	3377688.0	1524	PPE46,PE27A	0	1	1	1	155	PR_HmRegion_155	0	PR_Set_65	0.0	0	2	0.0	0.0	0.0	0.0	80	80
156	NC_000962.3	3379363	3381026	3380194.5	1663	PPE47,PPE48,PE29	0	1	1	1	156	PR_HmRegion_156	0	PR_Set_65	0.0	0	0	0.0	0.0	0.0	0.0	80	80
157	NC_000962.3	3381311	3382749	3382030.0	1438	Rv3023c	1	5	3	0	157	PR_HmRegion_157	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	5	2
158	NC_000962.3	3481324	3482760	3482042.0	1436	Rv3115	1	5	3	0	158	PR_HmRegion_158	0	PR_Set_30	0.0	0	0	0.0	0.0	0.0	0.0	5	2
159	NC_000962.3	3483945	3485111	3484528.0	1166	cysA3,sseC1	0	1	0	0	159	PR_HmRegion_159	0	PR_Set_25	0.0	0	0	0.0	0.0	0.0	0.0	0	0
160	NC_000962.3	3527948	3529180	3528564.0	1232	PPE53	0	2	2	2	160	PR_HmRegion_160	0	PR_Set_24	0.0	0	1	0.0	0.0	0.0	0.0	299	282
161	NC_000962.3	3551212	3552587	3551899.5	1375	Rv3184,Rv3185	2	15	2	0	161	PR_HmRegion_161	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	2	2
162	NC_000962.3	3552704	3554070	3553387.0	1366	Rv3186,Rv3187	2	15	1	0	162	PR_HmRegion_162	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
163	NC_000962.3	3594262	3594343	3594302.5	81	_	0	1	1	1	163	PR_HmRegion_163	0	PR_Set_66	0.0	0	0	0.0	0.0	0.0	0.0	4	4
164	NC_000962.3	3594374	3594455	3594414.5	81	_	0	1	1	1	164	PR_HmRegion_164	0	PR_Set_66	0.0	0	0	0.0	0.0	0.0	0.0	4	4
165	NC_000962.3	3710379	3712822	3711600.5	2443	Rv3325,Rv3326,Rv3327	3	15	1	0	165	PR_HmRegion_165	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
166	NC_000962.3	3730350	3731064	3730707.0	714	PPE54	0	2	2	2	166	PR_HmRegion_166	0	PR_Set_67	5.0	2	2	-3.0	7.0	-0.42857142857142855	1.0	30	29
167	NC_000962.3	3732078	3732792	3732435.0	714	PPE54	0	1	1	1	167	PR_HmRegion_167	0	PR_Set_67	1.0	0	0	-1.0	1.0	-1.0	0.0	10	10
168	NC_000962.3	3735635	3736314	3735974.5	679	PPE54	0	1	1	1	168	PR_HmRegion_168	0	PR_Set_67	1.0	5	8	4.0	6.0	0.6666666666666666	0.625	20	20
169	NC_000962.3	3738002	3738776	3738389.0	774	PE_PGRS49,PE_PGRS50	0	1	1	1	169	PR_HmRegion_169	0	PR_Set_39	0.0	0	0	0.0	0.0	0.0	0.0	130	130
170	NC_000962.3	3743243	3743501	3743372.0	258	Rv3346c	0	1	1	1	170	PR_HmRegion_170	0	PR_Set_68	0.0	0	0	0.0	0.0	0.0	0.0	7	7
171	NC_000962.3	3743709	3753178	3748443.5	9469	PPE55	0	16	16	16	171	PR_HmRegion_171	0	PR_Set_24	7.0	6	8	-1.0	13.0	-0.07692307692307693	0.75	5071	3288
172	NC_000962.3	3753330	3754361	3753845.5	1031	Rv3348,Rv3349c	2	1	0	0	172	PR_HmRegion_172	0	PR_Set_69	0.0	0	0	0.0	0.0	0.0	0.0	0	0
173	NC_000962.3	3755950	3767119	3761534.5	11169	PPE56	0	14	14	14	173	PR_HmRegion_173	0	PR_Set_24	3.0	4	5	1.0	7.0	0.14285714285714285	0.8	4336	3226
174	NC_000962.3	3769559	3769853	3769706.0	294	Rv3355c,folD	0	1	1	1	174	PR_HmRegion_174	0	PR_Set_68	0.0	0	0	0.0	0.0	0.0	0.0	7	7
175	NC_000962.3	3795041	3796426	3795733.5	1385	Rv3380c,Rv3381c	2	15	3	0	175	PR_HmRegion_175	1	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	7	6
176	NC_000962.3	3802143	3802720	3802431.5	577	PE_PGRS52	0	1	1	1	176	PR_HmRegion_176	0	PR_Set_10	0.0	0	0	0.0	0.0	0.0	0.0	81	81
177	NC_000962.3	3841532	3842904	3842218.0	1372	Rv3424c,PPE57	0	2	2	2	177	PR_HmRegion_177	0	PR_Set_48	3.0	1	3	-2.0	4.0	-0.5	0.3333333333333333	211	170
178	NC_000962.3	3842946	3843702	3843324.0	756	PPE58	0	1	1	1	178	PR_HmRegion_178	0	PR_Set_48	0.0	0	0	0.0	0.0	0.0	0.0	100	100
179	NC_000962.3	3846460	3847892	3847176.0	1432	PPE59,Rv3430c	1	2	2	2	179	PR_HmRegion_179	0	PR_Set_48	1.0	3	3	2.0	4.0	0.5	1.0	114	114
180	NC_000962.3	3883535	3884921	3884228.0	1386	Rv3466,Rv3467	0	2	2	1	180	PR_HmRegion_180	0	PR_Set_3	13.0	8	17	-5.0	21.0	-0.23809523809523808	0.47058823529411764	37	35
181	NC_000962.3	3890771	3892140	3891455.5	1369	Rv3474,Rv3475	2	15	2	0	181	PR_HmRegion_181	2	PR_Set_24	0.0	0	0	0.0	0.0	0.0	0.0	1	1
182	NC_000962.3	3894016	3895588	3894802.0	1572	PE31,PPE60	0	2	2	2	182	PR_HmRegion_182	0	PR_Set_36	6.5	8	8	1.5	14.5	0.10344827586206896	1.0	249	210
183	NC_000962.3	3930988	3936438	3933713.0	5450	PE_PGRS54	0	6	6	6	183	PR_HmRegion_183	0	PR_Set_10	3.0	4	16	1.0	7.0	0.14285714285714285	0.25	1705	1336
184	NC_000962.3	3941407	3945597	3943502.0	4190	PE_PGRS55,PE_PGRS56,fadD18	0	1	1	1	184	PR_HmRegion_184	0	PR_Set_10	0.0	0	3	0.0	0.0	0.0	0.0	614	614
185	NC_000962.3	3945777	3951329	3948553.0	5552	PE_PGRS57,fadD19	0	4	4	4	185	PR_HmRegion_185	0	PR_Set_10	3.0	2	3	-1.0	5.0	-0.2	0.6666666666666666	1416	1276
186	NC_000962.3	4052970	4053216	4053093.0	246	Rv3611	0	2	0	0	186	PR_HmRegion_186	0	PR_Set_70	0.0	0	0	0.0	0.0	0.0	0.0	0	0
187	NC_000962.3	4053303	4053549	4053426.0	246	Rv3611,Rv3612c	0	2	0	0	187	PR_HmRegion_187	0	PR_Set_70	0.0	0	0	0.0	0.0	0.0	0.0	0	0
188	NC_000962.3	4053631	4054094	4053862.5	463	Rv3612c,Rv3613c	0	3	3	3	188	PR_HmRegion_188	0	PR_Set_9	0.0	0	0	0.0	0.0	0.0	0.0	89	60
189	NC_000962.3	4059983	4060591	4060287.0	608	esxV,esxW	0	4	4	3	189	PR_HmRegion_189	0	PR_Set_28	3.25	1	1	-2.25	4.25	-0.5294117647058824	1.0	75	42
190	NC_000962.3	4069248	4070458	4069853.0	1210	Rv3630	0	1	1	1	190	PR_HmRegion_190	0	PR_Set_41	0.0	0	0	0.0	0.0	0.0	0.0	247	247
191	NC_000962.3	4077792	4078201	4077996.5	409	Rv3639c	0	3	2	2	191	PR_HmRegion_191	0	PR_Set_5	0.0	0	0	0.0	0.0	0.0	0.0	28	28
192	NC_000962.3	4134600	4134729	4134664.5	129	Rv3693	0	1	1	1	192	PR_HmRegion_192	0	PR_Set_7	0.0	0	0	0.0	0.0	0.0	0.0	6	6
193	NC_000962.3	4221088	4222560	4221824.0	1472	Rv3776	0	1	1	1	193	PR_HmRegion_193	0	PR_Set_54	0.0	1	1	1.0	1.0	1.0	1.0	231	231
194	NC_000962.3	4252853	4254367	4253610.0	1514	fadE35,Rv3798	1	1	1	1	194	PR_HmRegion_194	0	PR_Set_38	0.0	1	1	1.0	1.0	1.0	1.0	5	5
195	NC_000962.3	4293408	4299541	4296474.5	6133	pks2	0	1	1	1	195	PR_HmRegion_195	0	PR_Set_42	0.0	0	0	0.0	0.0	0.0	0.0	1356	1356
196	NC_000962.3	4301541	4303432	4302486.5	1891	fadD23,Rv3827c,Rv3828c,Rv3829c	1	2	2	2	196	PR_HmRegion_196	0	PR_Set_20	0.0	0	0	0.0	0.0	0.0	0.0	620	495
197	NC_000962.3	4318340	4319371	4318855.5	1031	Rv3844,Rv3845	1	1	0	0	197	PR_HmRegion_197	0	PR_Set_69	0.0	0	0	0.0	0.0	0.0	0.0	0	0
198	NC_000962.3	4320044	4320106	4320075.0	62	_	0	1	0	0	198	PR_HmRegion_198	0	PR_Set_5	0.0	0	0	0.0	0.0	0.0	0.0	0	0
199	NC_000962.3	4383094	4383754	4383424.0	660	Rv3897c,Rv3898c	0	1	1	1	199	PR_HmRegion_199	0	PR_Set_53	0.0	0	0	0.0	0.0	0.0	0.0	110	110
