chrom	start	end	Length	Overlap_Genes
NC_000962.3	2358994	2359056	62	Rv2100
NC_000962.3	2359162	2359212	50	Rv2100
NC_000962.3	2359553	2359612	59	Rv2100
NC_000962.3	2359777	2359851	74	Rv2100
NC_000962.3	2359922	2359981	59	Rv2100
NC_000962.3	2365406	2366777	1371	Rv2105,Rv2106
NC_000962.3	2372429	2372564	135	dop
NC_000962.3	2381445	2381512	67	PPE37
NC_000962.3	2401812	2401935	123	_
NC_000962.3	2423327	2423386	59	PE_PGRS38
NC_000962.3	2424482	2424536	54	PE_PGRS38
NC_000962.3	2430106	2431480	1374	Rv2167c,Rv2168c
NC_000962.3	2439176	2439953	777	Rv2177c
NC_000962.3	2440278	2440333	55	aroG
NC_000962.3	2458390	2458470	80	qcrC,qcrA
NC_000962.3	2461321	2461509	188	qcrB,Rv2197c
NC_000962.3	2482060	2482110	50	dlaT
NC_000962.3	2482417	2482467	50	dlaT
NC_000962.3	2523181	2523238	57	_
NC_000962.3	2531885	2532216	331	Rv2258c
NC_000962.3	2546431	2546496	65	mazF8
NC_000962.3	2550001	2551377	1376	Rv2277c,Rv2278,Rv2279
NC_000962.3	2554863	2554932	69	_
NC_000962.3	2577284	2577361	77	Rv2306A
NC_000962.3	2577678	2577731	53	Rv2306A,Rv2306B
NC_000962.3	2617341	2617406	65	mmpL9
NC_000962.3	2625881	2626687	806	esxO,esxP,Rv2348c
NC_000962.3	2627502	2627555	53	plcC
NC_000962.3	2629273	2629353	80	plcB
NC_000962.3	2629592	2629671	79	plcB
NC_000962.3	2630143	2630238	95	plcB
NC_000962.3	2630867	2630925	58	plcA
NC_000962.3	2631041	2631118	77	plcA
NC_000962.3	2631357	2631436	79	plcA
NC_000962.3	2631899	2631994	95	plcA
NC_000962.3	2633619	2633684	65	PPE38
NC_000962.3	2633738	2633829	91	PPE38
NC_000962.3	2634051	2634108	57	PPE38
NC_000962.3	2635269	2635411	142	PPE39
NC_000962.3	2635464	2635561	97	PPE39
NC_000962.3	2635567	2637036	1469	PPE39,Rv2354,Rv2355
NC_000962.3	2637254	2637533	279	_
NC_000962.3	2638348	2638559	211	PPE40
NC_000962.3	2639034	2639106	72	PPE40
NC_000962.3	2639119	2639184	65	PPE40
NC_000962.3	2639266	2639359	93	PPE40
NC_000962.3	2639484	2639621	137	PPE40
NC_000962.3	2651842	2651909	67	PE_PGRS40
NC_000962.3	2683500	2683553	53	rpfD
NC_000962.3	2687128	2687256	128	cysH,che1
NC_000962.3	2700465	2700530	65	_
NC_000962.3	2703890	2704018	128	Rv2406c
NC_000962.3	2716307	2716391	84	Rv2417c
NC_000962.3	2720670	2721447	777	Rv2424c
NC_000962.3	2721811	2721866	55	Rv2425c
NC_000962.3	2751595	2751657	62	_
NC_000962.3	2784600	2785981	1381	Rv2478c,Rv2479c,Rv2480c
NC_000962.3	2795673	2795723	50	PE_PGRS42
NC_000962.3	2795923	2796010	87	PE_PGRS42
NC_000962.3	2796870	2796922	52	PE_PGRS42
NC_000962.3	2797258	2797354	96	PE_PGRS42
NC_000962.3	2803064	2803161	97	PE_PGRS43
NC_000962.3	2803822	2803875	53	PE_PGRS43
NC_000962.3	2804101	2804163	62	PE_PGRS43
NC_000962.3	2804755	2804817	62	PE_PGRS43
NC_000962.3	2806109	2806205	96	PE_PGRS43
NC_000962.3	2828485	2829937	1452	Rv2512c
NC_000962.3	2836271	2836323	52	PE26
NC_000962.3	2850916	2850998	82	_
NC_000962.3	2866464	2866758	294	lppA
NC_000962.3	2866850	2866997	147	lppA
NC_000962.3	2866998	2867414	416	lppA,lppB
NC_000962.3	2867506	2867653	147	lppB
NC_000962.3	2867654	2867778	124	lppB
NC_000962.3	2877242	2877304	62	Rv2557
NC_000962.3	2878034	2878096	62	Rv2558
NC_000962.3	2883831	2883903	72	glnQ
NC_000962.3	2884037	2884152	115	glnQ
NC_000962.3	2921968	2922025	57	PE_PGRS44
NC_000962.3	2923090	2923142	52	PE_PGRS44
NC_000962.3	2935118	2935171	53	PPE42
NC_000962.3	2944269	2944321	52	PE_PGRS45
NC_000962.3	2944376	2945232	856	PE_PGRS45
NC_000962.3	2953435	2953512	77	Rv2627c
NC_000962.3	2971754	2971867	113	Rv2647
NC_000962.3	2971939	2971989	50	Rv2647
NC_000962.3	2972100	2973472	1372	Rv2648,Rv2649
NC_000962.3	2974049	2974161	112	Rv2650c
NC_000962.3	2974272	2974344	72	Rv2650c
NC_000962.3	2974409	2974650	241	Rv2650c
NC_000962.3	2974651	2974757	106	Rv2650c
NC_000962.3	2974766	2974911	145	Rv2650c
NC_000962.3	2974912	2975135	223	Rv2650c
NC_000962.3	2975262	2975328	66	Rv2651c
NC_000962.3	2975389	2975460	71	Rv2651c
NC_000962.3	2975464	2975696	232	Rv2651c
NC_000962.3	2975725	2975961	236	Rv2651c,Rv2652c
NC_000962.3	2978904	2979049	145	Rv2656c,Rv2657c
NC_000962.3	2982936	2983858	922	Rv2665,Rv2666
NC_000962.3	2990577	2990705	128	aftC
NC_000962.3	2995999	2996172	173	Rv2680
NC_000962.3	3000926	3000996	70	arsA
NC_000962.3	3001075	3001135	60	arsA
NC_000962.3	3001303	3001384	81	arsA
NC_000962.3	3001420	3001479	59	arsA
NC_000962.3	3001759	3001810	51	arsA
NC_000962.3	3002295	3002365	70	arsB1
NC_000962.3	3002444	3002504	60	arsB1
NC_000962.3	3002672	3002753	81	arsB1
NC_000962.3	3002789	3002848	59	arsB1
NC_000962.3	3003128	3003179	51	arsB1
NC_000962.3	3007031	3007226	195	Rv2689c
NC_000962.3	3018716	3018766	50	sigA
NC_000962.3	3018794	3018853	59	sigA
NC_000962.3	3022727	3022777	50	sigB
NC_000962.3	3022805	3022864	59	sigB
NC_000962.3	3054669	3054719	50	PE_PGRS47
NC_000962.3	3059791	3059849	58	_
NC_000962.3	3073061	3073135	74	dfrA
NC_000962.3	3076897	3076961	64	PPE43
NC_000962.3	3078167	3078217	50	PE27
NC_000962.3	3082461	3082660	199	Rv2774c
NC_000962.3	3082703	3082762	59	Rv2774c
NC_000962.3	3097653	3097714	61	fadE21
NC_000962.3	3100169	3100400	231	Rv2791c
NC_000962.3	3100445	3100510	65	Rv2791c
NC_000962.3	3100514	3100570	56	Rv2791c
NC_000962.3	3100693	3100798	105	Rv2791c
NC_000962.3	3100878	3100938	60	Rv2791c
NC_000962.3	3100964	3101131	167	Rv2791c
NC_000962.3	3101234	3101376	142	Rv2791c
NC_000962.3	3101428	3101542	114	Rv2791c
NC_000962.3	3101659	3101730	71	Rv2792c
NC_000962.3	3101860	3101910	50	Rv2792c
NC_000962.3	3102098	3102228	130	Rv2792c
NC_000962.3	3102339	3102389	50	truB
NC_000962.3	3104975	3105043	68	_
NC_000962.3	3113016	3113103	87	Rv2804c,Rv2805
NC_000962.3	3113774	3113861	87	Rv2807
NC_000962.3	3116413	3116521	108	Rv2811
NC_000962.3	3116681	3116765	84	Rv2811
NC_000962.3	3116842	3116988	146	Rv2812
NC_000962.3	3120513	3121887	1374	Rv2814c,Rv2815c
NC_000962.3	3122082	3122134	52	_
NC_000962.3	3122154	3122206	52	_
NC_000962.3	3122294	3122346	52	_
NC_000962.3	3122802	3122854	52	_
NC_000962.3	3132886	3133460	574	Rv2825c
NC_000962.3	3135782	3136356	574	Rv2828c,Rv2828A
NC_000962.3	3138021	3138084	63	_
NC_000962.3	3155874	3156093	219	_
NC_000962.3	3160525	3160586	61	mqo
NC_000962.3	3162642	3162702	60	PE_PGRS48
NC_000962.3	3163469	3163521	52	PE_PGRS48
NC_000962.3	3163680	3163730	50	PE_PGRS48
NC_000962.3	3171458	3171633	175	Rv2859c,glnA4
NC_000962.3	3189478	3189616	138	Rv2879c
NC_000962.3	3192189	3192362	173	frr
NC_000962.3	3194135	3194534	399	Rv2884,Rv2885c
NC_000962.3	3194657	3194762	105	Rv2885c
NC_000962.3	3194934	3195044	110	Rv2885c
NC_000962.3	3195057	3195119	62	Rv2885c
NC_000962.3	3195202	3195282	80	Rv2885c
NC_000962.3	3196070	3196121	51	Rv2886c
NC_000962.3	3201555	3201654	99	PPE45
NC_000962.3	3226324	3226401	77	Rv2917
NC_000962.3	3232646	3232870	224	_
NC_000962.3	3239465	3239793	328	fpg
NC_000962.3	3245097	3245165	68	fadD26
NC_000962.3	3245320	3245388	68	fadD26
NC_000962.3	3247232	3247303	71	ppsA
NC_000962.3	3247312	3247470	158	ppsA
NC_000962.3	3247556	3247738	182	ppsA
NC_000962.3	3247808	3248172	364	ppsA
NC_000962.3	3251410	3251469	59	ppsB
NC_000962.3	3252646	3252717	71	ppsB
NC_000962.3	3252726	3252884	158	ppsB
NC_000962.3	3252970	3253152	182	ppsB
NC_000962.3	3253222	3253586	364	ppsB
NC_000962.3	3257961	3258023	62	ppsC
NC_000962.3	3258180	3258231	51	ppsC
NC_000962.3	3262592	3262651	59	ppsD
NC_000962.3	3276955	3277005	50	mas
NC_000962.3	3277820	3277903	83	mas
NC_000962.3	3281069	3281122	53	mas
NC_000962.3	3284729	3284809	80	fadD28
NC_000962.3	3287949	3288004	55	_
NC_000962.3	3290431	3290481	50	Rv2944
NC_000962.3	3291392	3291509	117	pks1
NC_000962.3	3292982	3293051	69	pks1
NC_000962.3	3293177	3293236	59	pks1
NC_000962.3	3295506	3295561	55	pks1
NC_000962.3	3296593	3296664	71	pks15
NC_000962.3	3297172	3297237	65	pks15
NC_000962.3	3311026	3311089	63	Rv2958c
NC_000962.3	3311307	3311392	85	Rv2958c
NC_000962.3	3311533	3311598	65	Rv2958c
NC_000962.3	3313345	3313395	50	Rv2961
NC_000962.3	3314115	3314178	63	Rv2962c
NC_000962.3	3314396	3314481	85	Rv2962c
NC_000962.3	3314622	3314687	65	Rv2962c
NC_000962.3	3317571	3317742	171	_
NC_000962.3	3319467	3319664	197	pca
NC_000962.3	3333752	3333983	231	thiL,Rv2978c
NC_000962.3	3333989	3334183	194	Rv2978c
NC_000962.3	3334238	3334369	131	Rv2978c
NC_000962.3	3334556	3334608	52	Rv2978c
NC_000962.3	3334645	3334738	93	Rv2978c
NC_000962.3	3334821	3334959	138	Rv2978c
NC_000962.3	3335015	3335083	68	Rv2978c
NC_000962.3	3335245	3335316	71	Rv2979c
NC_000962.3	3335356	3335409	53	Rv2979c
NC_000962.3	3335446	3335496	50	Rv2979c
NC_000962.3	3335503	3335565	62	Rv2979c
NC_000962.3	3335740	3335814	74	Rv2979c
NC_000962.3	3336499	3336802	303	Rv2980,ddlA
NC_000962.3	3343347	3343446	99	hupB
NC_000962.3	3348476	3348543	67	_
NC_000962.3	3351083	3351219	136	_
NC_000962.3	3376745	3376808	63	esxQ
NC_000962.3	3376920	3377367	447	PPE46
NC_000962.3	3377644	3378275	631	PPE46
NC_000962.3	3378328	3378442	114	PE27A
NC_000962.3	3378894	3378959	65	esxR
NC_000962.3	3379195	3379284	89	esxS
NC_000962.3	3379357	3379804	447	PPE47
NC_000962.3	3380084	3380714	630	PPE47,PPE48,PE29
NC_000962.3	3380906	3381020	114	PE29
NC_000962.3	3381306	3382754	1448	Rv3023c
NC_000962.3	3430331	3430387	56	mmr
NC_000962.3	3451378	3451438	60	Rv3085
NC_000962.3	3477288	3477403	115	Rv3108
NC_000962.3	3481317	3482768	1451	Rv3115
NC_000962.3	3483941	3485116	1175	moeB2,cysA3,sseC1
NC_000962.3	3491172	3491237	65	PPE49
NC_000962.3	3491291	3491382	91	PPE49
NC_000962.3	3491604	3491661	57	PPE49
NC_000962.3	3491744	3491859	115	Rv3126c
NC_000962.3	3502154	3502264	110	PPE51
NC_000962.3	3524463	3524526	63	nuoM
NC_000962.3	3528674	3528746	72	PPE53
NC_000962.3	3528759	3528904	145	PPE53
NC_000962.3	3528906	3528997	91	PPE53
NC_000962.3	3529115	3529165	50	PPE53
NC_000962.3	3551222	3552593	1371	Rv3184,Rv3185
NC_000962.3	3552703	3554074	1371	Rv3186,Rv3187
NC_000962.3	3572553	3572609	56	Rv3200c
NC_000962.3	3590629	3590686	57	_
NC_000962.3	3594261	3594464	203	_
NC_000962.3	3598348	3598404	56	rshA,Rv3222c
NC_000962.3	3598435	3598531	96	Rv3222c
NC_000962.3	3598640	3598718	78	Rv3222c
NC_000962.3	3626605	3626666	61	mtrB,mtrA
NC_000962.3	3628083	3628146	63	_
NC_000962.3	3658634	3658711	77	purE,purK
NC_000962.3	3663722	3663999	277	accE5
NC_000962.3	3690943	3691076	133	_
NC_000962.3	3704902	3704990	88	_
NC_000962.3	3707576	3707633	57	_
NC_000962.3	3710373	3712826	2453	Rv3324A,Rv3325,Rv3326,Rv3327
NC_000962.3	3724547	3724617	70	Rv3338,icd1
NC_000962.3	3729447	3729596	149	PPE54
NC_000962.3	3729625	3729675	50	PPE54
NC_000962.3	3730344	3731070	726	PPE54
NC_000962.3	3731331	3731398	67	PPE54
NC_000962.3	3732072	3732798	726	PPE54
NC_000962.3	3734470	3734528	58	PPE54
NC_000962.3	3735633	3736287	654	PPE54
NC_000962.3	3736500	3736554	54	PPE54
NC_000962.3	3736692	3736746	54	PPE54
NC_000962.3	3737999	3738053	54	PE_PGRS49
NC_000962.3	3738321	3738373	52	PE_PGRS49,PE_PGRS50
NC_000962.3	3738609	3738662	53	PE_PGRS50
NC_000962.3	3738729	3738782	53	PE_PGRS50
NC_000962.3	3739838	3739898	60	PE_PGRS50
NC_000962.3	3739959	3740009	50	PE_PGRS50
NC_000962.3	3740073	3740123	50	PE_PGRS50
NC_000962.3	3740888	3740938	50	PE_PGRS50
NC_000962.3	3741532	3741584	52	PE_PGRS50
NC_000962.3	3741624	3741677	53	PE_PGRS50
NC_000962.3	3741965	3742015	50	PE_PGRS50
NC_000962.3	3743210	3743501	291	Rv3346c
NC_000962.3	3743506	3743602	96	_
NC_000962.3	3743798	3743943	145	PPE55
NC_000962.3	3744168	3744238	70	PPE55
NC_000962.3	3744725	3744922	197	PPE55
NC_000962.3	3744962	3745184	222	PPE55
NC_000962.3	3745205	3745332	127	PPE55
NC_000962.3	3745696	3745759	63	PPE55
NC_000962.3	3745760	3745828	68	PPE55
NC_000962.3	3745905	3745981	76	PPE55
NC_000962.3	3746510	3746999	489	PPE55
NC_000962.3	3747444	3747541	97	PPE55
NC_000962.3	3747629	3747712	83	PPE55
NC_000962.3	3748162	3748215	53	PPE55
NC_000962.3	3748223	3748467	244	PPE55
NC_000962.3	3748509	3748821	312	PPE55
NC_000962.3	3748841	3748895	54	PPE55
NC_000962.3	3750137	3750768	631	PPE55
NC_000962.3	3751112	3751168	56	PPE55
NC_000962.3	3751254	3751312	58	PPE55
NC_000962.3	3751882	3752062	180	PPE55
NC_000962.3	3752102	3752248	146	PPE55
NC_000962.3	3752325	3752403	78	PPE55
NC_000962.3	3752516	3752599	83	PPE55
NC_000962.3	3752633	3752794	161	PPE55
NC_000962.3	3752841	3752908	67	PPE55
NC_000962.3	3752910	3753180	270	PPE55
NC_000962.3	3753325	3754367	1042	Rv3348,Rv3349c
NC_000962.3	3756035	3756184	149	PPE56
NC_000962.3	3756409	3756479	70	PPE56
NC_000962.3	3756940	3757477	537	PPE56
NC_000962.3	3757569	3757628	59	PPE56
NC_000962.3	3757772	3757827	55	PPE56
NC_000962.3	3757878	3757970	92	PPE56
NC_000962.3	3757971	3758039	68	PPE56
NC_000962.3	3758116	3758192	76	PPE56
NC_000962.3	3758715	3759098	383	PPE56
NC_000962.3	3759106	3759185	79	PPE56
NC_000962.3	3759330	3759389	59	PPE56
NC_000962.3	3759533	3759588	55	PPE56
NC_000962.3	3759678	3759737	59	PPE56
NC_000962.3	3759825	3759908	83	PPE56
NC_000962.3	3760355	3760408	53	PPE56
NC_000962.3	3760416	3760674	258	PPE56
NC_000962.3	3760752	3760984	232	PPE56
NC_000962.3	3762383	3762654	271	PPE56
NC_000962.3	3762660	3762817	157	PPE56
NC_000962.3	3763047	3763100	53	PPE56
NC_000962.3	3763222	3763274	52	PPE56
NC_000962.3	3763281	3763331	50	PPE56
NC_000962.3	3764058	3764113	55	PPE56
NC_000962.3	3764133	3764236	103	PPE56
NC_000962.3	3764250	3764522	272	PPE56
NC_000962.3	3764808	3764861	53	PPE56
NC_000962.3	3764979	3765075	96	PPE56
NC_000962.3	3765160	3765218	58	PPE56
NC_000962.3	3765797	3765986	189	PPE56
NC_000962.3	3766017	3766178	161	PPE56
NC_000962.3	3766214	3766395	181	PPE56
NC_000962.3	3766434	3766517	83	PPE56
NC_000962.3	3766551	3766721	170	PPE56
NC_000962.3	3766759	3766818	59	PPE56
NC_000962.3	3766828	3767098	270	PPE56
NC_000962.3	3769526	3769723	197	Rv3355c
NC_000962.3	3769748	3769853	105	Rv3355c,folD
NC_000962.3	3770992	3771088	96	relJ,relK
NC_000962.3	3795043	3796421	1378	Rv3380c,Rv3381c
NC_000962.3	3800029	3800119	90	Rv3386
NC_000962.3	3801823	3801873	50	PE_PGRS52
NC_000962.3	3802055	3802112	57	PE_PGRS52
NC_000962.3	3802121	3802232	111	PE_PGRS52
NC_000962.3	3802427	3802497	70	PE_PGRS52
NC_000962.3	3802900	3802958	58	PE_PGRS52
NC_000962.3	3803131	3803189	58	PE_PGRS52
NC_000962.3	3803843	3803918	75	PE_PGRS52
NC_000962.3	3808261	3808420	159	cmaA1
NC_000962.3	3820386	3820597	211	Rv3401
NC_000962.3	3820710	3820771	61	Rv3402c
NC_000962.3	3835201	3835263	62	_
NC_000962.3	3841618	3842311	693	Rv3424c,PPE57
NC_000962.3	3842378	3842453	75	PPE57
NC_000962.3	3842559	3842669	110	PPE57
NC_000962.3	3842724	3842906	182	PPE57
NC_000962.3	3842978	3843116	138	PPE58
NC_000962.3	3843181	3843274	93	PPE58
NC_000962.3	3843316	3843467	151	PPE58
NC_000962.3	3843522	3843704	182	PPE58
NC_000962.3	3846546	3847245	699	PPE59
NC_000962.3	3847304	3847403	99	PPE59
NC_000962.3	3847445	3847580	135	PPE59
NC_000962.3	3847713	3847895	182	Rv3430c
NC_000962.3	3883542	3884925	1383	Rv3466,Rv3467
NC_000962.3	3890770	3892142	1372	Rv3474,Rv3475
NC_000962.3	3894401	3894789	388	PPE60
NC_000962.3	3894862	3895077	215	PPE60
NC_000962.3	3895082	3895136	54	PPE60
NC_000962.3	3895183	3895524	341	PPE60
NC_000962.3	3909752	3909822	70	_
NC_000962.3	3920469	3920548	79	yrbE4A
NC_000962.3	3927172	3927237	65	PE_PGRS53
NC_000962.3	3927268	3927333	65	PE_PGRS53
NC_000962.3	3928254	3928360	106	PE_PGRS53
NC_000962.3	3929238	3929308	70	PE_PGRS53
NC_000962.3	3929468	3929518	50	PE_PGRS53
NC_000962.3	3930984	3932144	1160	PE_PGRS54
NC_000962.3	3932293	3932356	63	PE_PGRS54
NC_000962.3	3932428	3932479	51	PE_PGRS54
NC_000962.3	3932573	3932640	67	PE_PGRS54
NC_000962.3	3932693	3932971	278	PE_PGRS54
NC_000962.3	3933152	3933211	59	PE_PGRS54
NC_000962.3	3933381	3934768	1387	PE_PGRS54
NC_000962.3	3934791	3936362	1571	PE_PGRS54
NC_000962.3	3936544	3936594	50	PE_PGRS54
NC_000962.3	3939707	3939768	61	PE_PGRS55
NC_000962.3	3940273	3940327	54	PE_PGRS55
NC_000962.3	3940507	3940561	54	PE_PGRS55
NC_000962.3	3940807	3940857	50	PE_PGRS55
NC_000962.3	3941218	3941973	755	PE_PGRS55,PE_PGRS56
NC_000962.3	3943104	3943200	96	PE_PGRS56
NC_000962.3	3943768	3943829	61	PE_PGRS56
NC_000962.3	3943839	3943910	71	PE_PGRS56
NC_000962.3	3944251	3944304	53	PE_PGRS56
NC_000962.3	3944389	3944442	53	PE_PGRS56
NC_000962.3	3944455	3944512	57	PE_PGRS56
NC_000962.3	3944542	3944595	53	PE_PGRS56
NC_000962.3	3945088	3945603	515	fadD18
NC_000962.3	3945773	3948659	2886	PE_PGRS57
NC_000962.3	3948671	3948745	74	PE_PGRS57
NC_000962.3	3948747	3950002	1255	PE_PGRS57
NC_000962.3	3950820	3951335	515	fadD19
NC_000962.3	3953331	3953402	71	echA19
NC_000962.3	3971369	3971454	85	PPE62
NC_000962.3	3971457	3971523	66	PPE62
NC_000962.3	3971980	3972033	53	PPE62
NC_000962.3	3972080	3972194	114	PPE62
NC_000962.3	3972210	3972289	79	PPE62
NC_000962.3	3972336	3972392	56	PPE62
NC_000962.3	3991560	3991618	58	_
NC_000962.3	3998149	3998203	54	PPE64
NC_000962.3	3998827	3998941	114	PPE64
NC_000962.3	3998990	3999070	80	PPE64
NC_000962.3	4021387	4021459	72	Rv3579c
NC_000962.3	4031605	4031659	54	PE_PGRS58
NC_000962.3	4032756	4032819	63	PE_PGRS58
NC_000962.3	4037831	4037882	51	PE_PGRS59
NC_000962.3	4038740	4038793	53	clpC1
NC_000962.3	4039674	4039746	72	clpC1
NC_000962.3	4040021	4040103	82	clpC1
NC_000962.3	4052963	4053554	591	Rv3611,Rv3612c
NC_000962.3	4053633	4053851	218	Rv3612c
NC_000962.3	4059976	4060594	618	esxV,esxW
NC_000962.3	4061421	4061525	104	PPE65
NC_000962.3	4070032	4070082	50	Rv3630
NC_000962.3	4070260	4070346	86	Rv3630
NC_000962.3	4077655	4077705	50	Rv3638
NC_000962.3	4077787	4077859	72	_
NC_000962.3	4077889	4077960	71	Rv3639c
NC_000962.3	4077976	4078204	228	Rv3639c
NC_000962.3	4087475	4087625	150	Rv3647c
NC_000962.3	4090856	4090909	53	Rv3649
NC_000962.3	4091335	4091422	87	PE33
NC_000962.3	4094097	4094154	57	PE_PGRS61
NC_000962.3	4101191	4101255	64	_
NC_000962.3	4107449	4107525	76	_
NC_000962.3	4120912	4121059	147	Rv3680
NC_000962.3	4134599	4134729	130	Rv3693
NC_000962.3	4143899	4143955	56	Rv3700c,Rv3701c
NC_000962.3	4155452	4155588	136	leuA
NC_000962.3	4156792	4156974	182	_
NC_000962.3	4189438	4189508	70	PPE66
NC_000962.3	4190055	4190143	88	PPE66
NC_000962.3	4199121	4199188	67	serX
NC_000962.3	4216125	4216271	146	Rv3770B
NC_000962.3	4216346	4216430	84	Rv3771c
NC_000962.3	4216590	4216698	108	Rv3771c
NC_000962.3	4221244	4221300	56	Rv3776
NC_000962.3	4221340	4221417	77	Rv3776
NC_000962.3	4221503	4221576	73	Rv3776
NC_000962.3	4221580	4221642	62	Rv3776
NC_000962.3	4221748	4221798	50	Rv3776
NC_000962.3	4222094	4222153	59	Rv3776
NC_000962.3	4222318	4222392	74	Rv3776
NC_000962.3	4222463	4222522	59	Rv3776
NC_000962.3	4222571	4222638	67	Rv3776,serU
NC_000962.3	4237929	4237997	68	aftA
NC_000962.3	4240441	4240491	50	embC
NC_000962.3	4247056	4247106	50	embB
NC_000962.3	4252875	4254338	1463	Rv3798
NC_000962.3	4265703	4265756	53	fbpA
NC_000962.3	4266205	4266274	69	fbpA
NC_000962.3	4266314	4266397	83	fbpA
NC_000962.3	4266446	4266529	83	fbpA
NC_000962.3	4288131	4288217	86	_
NC_000962.3	4293983	4294055	72	pks2
NC_000962.3	4294401	4294458	57	pks2
NC_000962.3	4294716	4294772	56	pks2
NC_000962.3	4296684	4296734	50	pks2
NC_000962.3	4297902	4297955	53	pks2
NC_000962.3	4301212	4301286	74	fadD23
NC_000962.3	4301539	4301805	266	fadD23,Rv3827c
NC_000962.3	4301860	4302003	143	Rv3827c
NC_000962.3	4302083	4302143	60	Rv3827c
NC_000962.3	4302169	4302247	78	Rv3827c
NC_000962.3	4302439	4302522	83	Rv3827c
NC_000962.3	4302526	4302576	50	Rv3827c
NC_000962.3	4302651	4302714	63	Rv3827c
NC_000962.3	4302867	4302923	56	Rv3828c
NC_000962.3	4302975	4303028	53	Rv3828c
NC_000962.3	4303122	4303184	62	Rv3828c
NC_000962.3	4303303	4303432	129	Rv3828c,Rv3829c
NC_000962.3	4317962	4318063	101	_
NC_000962.3	4318101	4318153	52	_
NC_000962.3	4318335	4319377	1042	Rv3844,Rv3845
NC_000962.3	4320039	4320111	72	_
NC_000962.3	4348718	4348833	115	eccCa1,eccCb1
NC_000962.3	4353276	4353437	161	espI
NC_000962.3	4383308	4383358	50	Rv3897c
