HmRegion_Num	Chr	Start	End	Center	Length	Overlap_Genes	NOvrlap_Transposase	num_HmAln_All	num_HmAln_PR_BelowSeqID100	num_HmAln_PR_MinSeqID99	HmRegionNum	HmRegionID	NOvrlap_IS6110_Label	PR_SetID	NPossible_SNPs_Total	NPossible_ParalogSNPs	NObserved_SNPs_Total	NObserved_SNPs_MatchParalogSNP	p_value	log_p_value	neglog_p_value	NExpected_MatchParalogSNP	p_corr	neglog_p_corr	NucDivHotspot_Ovrlap	FoldEnrichment	LogFoldEnrichment	Log2FoldEnrichment	AbsEnrichment	SizeFactor	Fraction_SNPs_MatchParalog
110	NC_000962.3	2531892	2532002	2531947.0	110	Rv2258c	0	2	2	1	110	PR_HmRegion_110	0	PR_Set_40	330	11	4	1	0.12736482756478662	-2.060699652730088	2.060699652730088	0.13333333333333333	1.0	0.0	0	7.5	0.8750612633917001	2.9068905956085187	0.8666666666666667	0.004651162790697674	0.25
111	NC_000962.3	2532005	2532209	2532107.0	204	_	0	2	2	1	111	PR_HmRegion_111	0	PR_Set_40	612	13	3	2	0.0012365183255025065	-6.695455650649663	6.695455650649663	0.06372549019607843	0.19413337710389353	1.6392098453013553	0	31.384615384615387	1.4967168107830433	4.971985623830403	1.9362745098039216	0.009302325581395349	0.6666666666666666
113	NC_000962.3	2625885	2626683	2626284.0	798	esxO,esxP,Rv2348c	0	4	4	4	113	PR_HmRegion_113	0	PR_Set_28	2394	52	115	85	0.0	500.0	500.0	2.497911445279866	1e-40	500.0	1	34.02842809364549	1.5318418877962738	5.088668603995736	82.50208855472013	0.3953488372093023	0.7391304347826086
114	NC_000962.3	2634780	2637028	2635904.0	2248	PPE39,Rv2354,Rv2355	2	17	3	2	114	PR_HmRegion_114	1	PR_Set_24	6744	174	4	0	1.0	0.0	-0.0	0.10320284697508897	1.0	0.0	0	0.0	0.0	0.0	-0.10320284697508897	0.0	0.0
115	NC_000962.3	2637068	2637535	2637301.5	467	_	0	3	3	3	115	PR_HmRegion_115	0	PR_Set_9	1401	66	3	0	1.0	0.0	-0.0	0.14132762312633834	1.0	0.0	0	0.0	0.0	0.0	-0.14132762312633834	0.0	0.0
116	NC_000962.3	2637928	2639613	2638770.5	1685	PPE40	0	3	3	3	116	PR_HmRegion_116	0	PR_Set_24	5055	363	7	1	0.4066400933524374	-0.899826776271127	0.899826776271127	0.5026706231454006	1.0	0.0	0	1.989374262101535	0.29871649487665053	0.9923147167370222	0.49732937685459944	0.004651162790697674	0.14285714285714285
117	NC_000962.3	2650377	2651923	2651150.0	1546	Rv2370c,PE_PGRS40	0	1	1	1	117	PR_HmRegion_117	0	PR_Set_23	4638	328	7	2	0.08262360500801057	-2.4934598643556525	2.4934598643556525	0.49504096593359204	1.0	0.0	0	4.04006968641115	0.6063888562400138	2.014380177970316	1.5049590340664079	0.009302325581395349	0.2857142857142857
119	NC_000962.3	2720634	2721442	2721038.0	808	Rv2423,Rv2424c	1	1	1	1	119	PR_HmRegion_119	0	PR_Set_55	2424	13	20	18	0.0	500.0	500.0	0.10726072607260725	1e-40	500.0	0	167.81538461538463	2.224831772626737	7.3907311718868085	17.892739273927393	0.08372093023255814	0.9
120	NC_000962.3	2784600	2785977	2785288.5	1377	Rv2478c,Rv2479c,Rv2480c	2	15	2	0	120	PR_HmRegion_120	1	PR_Set_24	4131	5	1	1	0.0012103606874848706	-6.71683687496186	6.71683687496186	0.0012103606874848704	0.19002662793512468	1.6605910696135524	0	826.2	2.9170851906405675	9.690347249968758	0.9987896393125151	0.004651162790697674	1.0
121	NC_000962.3	2796717	2797499	2797108.0	782	PE_PGRS42,Rv2488c	0	1	1	1	121	PR_HmRegion_121	0	PR_Set_57	2346	149	3	0	1.0	0.0	-0.0	0.19053708439897699	1.0	0.0	0	0.0	0.0	0.0	-0.19053708439897699	0.0	0.0
122	NC_000962.3	2805574	2806355	2805964.5	781	PE_PGRS43	0	1	1	1	122	PR_HmRegion_122	0	PR_Set_57	2343	148	4	1	0.22985255517340336	-1.4703172400885076	1.4703172400885076	0.2526675202731541	1.0	0.0	0	3.95777027027027	0.597450581874043	1.9846878732341857	0.7473324797268459	0.004651162790697674	0.25
123	NC_000962.3	2828493	2829936	2829214.5	1443	Rv2512c	1	5	4	0	123	PR_HmRegion_123	0	PR_Set_30	4329	2	41	7	0.0	500.0	500.0	0.01894201894201894	1e-40	500.0	0	369.5487804878049	2.567671773443697	8.529621002651874	6.981057981057981	0.03255813953488372	0.17073170731707318
124	NC_000962.3	2866468	2867121	2866794.5	653	lppA	0	1	1	1	124	PR_HmRegion_124	0	PR_Set_58	1959	56	14	7	3.13468043083915e-08	-17.27815351099843	17.27815351099843	0.40020418580908623	4.9214482764174655e-06	12.221907705650121	1	17.49107142857143	1.2428164133245547	4.128546760209983	6.599795814190914	0.03255813953488372	0.5
125	NC_000962.3	2867124	2867777	2867450.5	653	lppA,lppB	0	1	1	1	125	PR_HmRegion_125	0	PR_Set_58	1959	56	45	37	2.5701805031054494e-56	-128.000789076553	128.000789076553	1.2863705972434916	1e-40	122.94454327120468	1	28.76309523809524	1.4588356192801872	4.846147029509258	35.71362940275651	0.17209302325581396	0.8222222222222222
126	NC_000962.3	2882289	2884330	2883309.5	2041	Rv2563,glnQ	0	1	1	1	126	PR_HmRegion_126	0	PR_Set_2	6123	374	14	0	1.0	0.0	-0.0	0.8551363710599379	1.0	0.0	0	0.0	0.0	0.0	-0.8551363710599379	0.0	0.0
127	NC_000962.3	2944267	2945226	2944746.5	959	PE_PGRS45	0	2	2	2	127	PR_HmRegion_127	0	PR_Set_27	2877	59	76	52	2.121725419302436e-84	-192.66491817680077	192.66491817680077	1.5585679527285365	1e-40	187.60867237145246	1	33.36396074933096	1.5232776016021896	5.060218661074953	50.44143204727146	0.24186046511627907	0.6842105263157895
131	NC_000962.3	2982934	2983854	2983394.0	920	Rv2665,Rv2666	1	5	5	0	131	PR_HmRegion_131	0	PR_Set_30	2760	2	25	8	0.0	500.0	500.0	0.018115942028985508	1e-40	500.0	0	441.59999999999997	2.6450290647211423	8.786596361890807	7.981884057971015	0.037209302325581395	0.32
133	NC_000962.3	3000614	3001893	3001253.5	1279	arsA	0	1	1	1	133	PR_HmRegion_133	0	PR_Set_59	3837	234	8	0	1.0	0.0	-0.0	0.4878811571540266	1.0	0.0	0	0.0	0.0	0.0	-0.4878811571540266	0.0	0.0
134	NC_000962.3	3001983	3003262	3002622.5	1279	arsB1	0	1	1	1	134	PR_HmRegion_134	0	PR_Set_59	3837	235	3	0	1.0	0.0	-0.0	0.18373729476153244	1.0	0.0	0	0.0	0.0	0.0	-0.18373729476153244	0.0	0.0
135	NC_000962.3	3007037	3007220	3007128.5	183	Rv2689c	0	3	1	1	135	PR_HmRegion_135	0	PR_Set_26	549	17	2	0	1.0	0.0	-0.0	0.061930783242258654	1.0	0.0	0	0.0	0.0	0.0	-0.061930783242258654	0.0	0.0
137	NC_000962.3	3100173	3102233	3101203.0	2060	Rv2791c,Rv2792c	1	5	5	5	137	PR_HmRegion_137	0	PR_Set_20	6180	806	10	5	0.005331143420639218	-5.2341895383555705	5.2341895383555705	1.3042071197411005	0.8369895170403572	0.17794373300726285	0	3.8337468982630267	0.5836234376197439	1.9387550942637692	3.6957928802588995	0.023255813953488372	0.5
139	NC_000962.3	3113641	3113937	3113789.0	296	Rv2807	0	1	1	1	139	PR_HmRegion_139	0	PR_Set_60	888	0	4	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
140	NC_000962.3	3119183	3123577	3121380.0	4394	Rv2814c,Rv2815c	2	48	35	33	140	PR_HmRegion_140	0	PR_Set_24	13182	2140	17	2	0.7888089275438538	-0.23723115787257096	0.23723115787257096	2.759824002427553	1.0	0.0	0	0.7246838922484882	-0.13985139175932965	-0.46457626739441604	-0.7598240024275529	0.009302325581395349	0.11764705882352941
141	NC_000962.3	3132891	3133455	3133173.0	564	Rv2825c	0	1	1	1	141	PR_HmRegion_141	0	PR_Set_61	1692	8	17	6	1.0608426780386051e-11	-25.26937245135843	25.26937245135843	0.08037825059101655	1.66552300452061e-09	20.21312664601012	0	74.6470588235294	1.8730127007164308	6.222013512590767	5.919621749408983	0.027906976744186046	0.35294117647058826
142	NC_000962.3	3135787	3136351	3136069.0	564	Rv2828c,Rv2828A	0	1	1	1	142	PR_HmRegion_142	0	PR_Set_61	1692	8	70	50	0.0	500.0	500.0	0.3309692671394799	1e-40	500.0	1	151.07142857142858	2.1791823360328233	7.239087025949708	49.66903073286052	0.23255813953488372	0.7142857142857143
146	NC_000962.3	3192203	3192354	3192278.5	151	_	0	8	7	7	146	PR_HmRegion_146	0	PR_Set_26	453	39	2	0	1.0	0.0	-0.0	0.17218543046357615	1.0	0.0	0	0.0	0.0	0.0	-0.17218543046357615	0.0	0.0
147	NC_000962.3	3194137	3196202	3195169.5	2065	Rv2884,Rv2885c,Rv2886c	1	3	3	3	147	PR_HmRegion_147	0	PR_Set_20	6195	582	37	27	1.4935012859120954e-20	-45.650578640204955	45.650578640204955	3.4760290556900726	2.3447970188819897e-18	40.594332834856644	0	7.767483978824185	0.890280366154186	2.9574473606541987	23.523970944309927	0.12558139534883722	0.7297297297297297
148	NC_000962.3	3239454	3239775	3239614.5	321	fpg	0	4	4	4	148	PR_HmRegion_148	0	PR_Set_63	963	25	2	0	1.0	0.0	-0.0	0.05192107995846314	1.0	0.0	0	0.0	0.0	0.0	-0.05192107995846314	0.0	0.0
149	NC_000962.3	3246396	3248376	3247386.0	1980	ppsA	0	1	1	1	149	PR_HmRegion_149	0	PR_Set_64	5940	308	36	8	0.0004033048644315219	-7.815817794585472	7.815817794585472	1.8666666666666667	0.06331886371574894	2.7595719892371644	0	4.285714285714286	0.6320232147054056	2.0995356735509145	6.133333333333333	0.037209302325581395	0.2222222222222222
150	NC_000962.3	3251819	3253802	3252810.5	1983	ppsB	0	1	1	1	150	PR_HmRegion_150	0	PR_Set_64	5949	305	8	5	1.6903151216967358e-05	-10.988010490881171	10.988010490881171	0.41015296688519076	0.0026537947410638753	5.931764685532864	0	12.190573770491804	1.0860241469222545	3.607694125387118	4.589847033114809	0.023255813953488372	0.625
151	NC_000962.3	3276484	3282708	3279596.0	6224	mas	0	1	1	1	151	PR_HmRegion_151	0	PR_Set_42	18672	1464	24	1	0.8592647858058956	-0.15167815559805445	0.15167815559805445	1.8817480719794344	1.0	0.0	0	0.5314207650273224	-0.27456147973268413	-0.9120734932978506	-0.8817480719794344	0.004651162790697674	0.041666666666666664
153	NC_000962.3	3319468	3319670	3319569.0	202	pca	0	4	4	4	153	PR_HmRegion_153	0	PR_Set_19	606	11	1	0	1.0	0.0	-0.0	0.018151815181518153	1.0	0.0	0	0.0	0.0	0.0	-0.018151815181518153	0.0	0.0
154	NC_000962.3	3333757	3335814	3334785.5	2057	thiL,Rv2978c,Rv2979c	1	4	4	4	154	PR_HmRegion_154	0	PR_Set_20	6171	723	9	0	1.0	0.0	-0.0	1.0544482255712202	1.0	0.0	0	0.0	0.0	0.0	-1.0544482255712202	0.0	0.0
155	NC_000962.3	3376926	3378450	3377688.0	1524	PPE46,PE27A	0	1	1	1	155	PR_HmRegion_155	0	PR_Set_65	4572	80	34	2	0.1185197167563955	-2.1326759461248352	2.1326759461248352	0.5949256342957131	1.0	0.0	0	3.3617647058823525	0.5265673133530265	1.7492187520767764	1.4050743657042868	0.009302325581395349	0.058823529411764705
156	NC_000962.3	3379363	3381026	3380194.5	1663	PPE47,PPE48,PE29	0	1	1	1	156	PR_HmRegion_156	0	PR_Set_65	4989	80	7	1	0.10705053814210028	-2.234454236939856	2.234454236939856	0.11224694327520546	1.0	0.0	0	8.908928571428572	0.9498254769329812	3.1552519370634586	0.8877530567247945	0.004651162790697674	0.14285714285714285
157	NC_000962.3	3381311	3382749	3382030.0	1438	Rv3023c	1	5	3	0	157	PR_HmRegion_157	0	PR_Set_30	4314	2	45	20	0.0	500.0	500.0	0.020862308762169678	1e-40	500.0	0	958.6666666666667	2.981667626991183	9.904885459718141	19.97913769123783	0.09302325581395349	0.4444444444444444
158	NC_000962.3	3481324	3482760	3482042.0	1436	Rv3115	1	5	3	0	158	PR_HmRegion_158	0	PR_Set_30	4308	2	64	29	0.0	500.0	500.0	0.029712163416898793	1e-40	500.0	0	976.03125	2.9894637228770318	9.93078352967178	28.9702878365831	0.13488372093023257	0.453125
159	NC_000962.3	3483945	3485111	3484528.0	1166	cysA3,sseC1	0	1	0	0	159	PR_HmRegion_159	0	PR_Set_25	3498	0	6	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
160	NC_000962.3	3527948	3529180	3528564.0	1232	PPE53	0	2	2	2	160	PR_HmRegion_160	0	PR_Set_24	3696	282	14	1	0.6714841922935816	-0.3982648041841933	0.3982648041841933	1.0681818181818181	1.0	0.0	0	0.9361702127659575	-0.028645181449530027	-0.09515723304034009	-0.06818181818181812	0.004651162790697674	0.07142857142857142
161	NC_000962.3	3551212	3552587	3551899.5	1375	Rv3184,Rv3185	2	15	2	0	161	PR_HmRegion_161	1	PR_Set_24	4125	2	1	0	1.0	0.0	-0.0	0.00048484848484848484	1.0	0.0	0	0.0	0.0	0.0	-0.00048484848484848484	0.0	0.0
163	NC_000962.3	3594262	3594343	3594302.5	81	_	0	1	1	1	163	PR_HmRegion_163	0	PR_Set_66	243	4	2	0	1.0	0.0	-0.0	0.03292181069958848	1.0	0.0	0	0.0	0.0	0.0	-0.03292181069958848	0.0	0.0
164	NC_000962.3	3594374	3594455	3594414.5	81	_	0	1	1	1	164	PR_HmRegion_164	0	PR_Set_66	243	4	1	1	0.01646090534979424	-4.106767082220475	4.106767082220475	0.01646090534979424	1.0	0.0	0	60.74999999999999	1.7835462822703498	5.92481250360578	0.9835390946502057	0.004651162790697674	1.0
165	NC_000962.3	3710379	3712822	3711600.5	2443	Rv3325,Rv3326,Rv3327	3	15	1	0	165	PR_HmRegion_165	1	PR_Set_24	7329	1	17	4	0.0	500.0	500.0	0.0023195524628189385	1e-40	500.0	0	1724.4705882352941	3.2366557916427876	10.751937807738074	3.997680447537181	0.018604651162790697	0.23529411764705882
166	NC_000962.3	3730350	3731064	3730707.0	714	PPE54	0	2	2	2	166	PR_HmRegion_166	0	PR_Set_67	2142	29	63	30	0.0	500.0	500.0	0.8529411764705883	1e-40	500.0	1	35.172413793103445	1.5462021738629614	5.136372441731286	29.147058823529413	0.13953488372093023	0.47619047619047616
168	NC_000962.3	3735635	3736314	3735974.5	679	PPE54	0	1	1	1	168	PR_HmRegion_168	0	PR_Set_67	2037	20	101	58	0.0	500.0	500.0	0.9916543937162494	1e-40	500.0	1	58.488118811881186	1.7670676531164777	5.870071682454303	57.008345606283754	0.26976744186046514	0.5742574257425742
169	NC_000962.3	3738002	3738776	3738389.0	774	PE_PGRS49,PE_PGRS50	0	1	1	1	169	PR_HmRegion_169	0	PR_Set_39	2322	130	19	1	0.6668183164925982	-0.40523765923750593	0.40523765923750593	1.0637381567614126	1.0	0.0	0	0.940080971659919	-0.026834737857110713	-0.08914306960647356	-0.06373815676141259	0.004651162790697674	0.05263157894736842
171	NC_000962.3	3743709	3753178	3748443.5	9469	PPE55	0	16	16	16	171	PR_HmRegion_171	0	PR_Set_24	28407	3288	167	90	1.326238381769791e-40	-91.82105706907002	91.82105706907002	19.3296018586968	2.082194259378572e-38	86.76481126372171	2	4.6560710695397525	0.668019600695394	2.2191130794854668	70.6703981413032	0.4186046511627907	0.5389221556886228
172	NC_000962.3	3753330	3754361	3753845.5	1031	Rv3348,Rv3349c	2	1	0	0	172	PR_HmRegion_172	0	PR_Set_69	3093	0	9	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
173	NC_000962.3	3755950	3767119	3761534.5	11169	PPE56	0	14	14	14	173	PR_HmRegion_173	0	PR_Set_24	33507	3226	98	36	4.170997386498606e-13	-28.5054510202888	28.5054510202888	9.435282179843018	6.548465896802811e-11	23.44920521494049	0	3.815466174070372	0.5815476076795668	1.9318593364652867	26.564717820156982	0.16744186046511628	0.3673469387755102
174	NC_000962.3	3769559	3769853	3769706.0	294	Rv3355c,folD	0	1	1	1	174	PR_HmRegion_174	0	PR_Set_68	882	7	3	2	0.0001615391797003602	-8.730762845959784	8.730762845959784	0.023809523809523808	0.025361651212956554	3.6745170406114767	0	84.0	1.9242792860618816	6.392317422778761	1.9761904761904763	0.009302325581395349	0.6666666666666666
176	NC_000962.3	3802143	3802720	3802431.5	577	PE_PGRS52	0	1	1	1	176	PR_HmRegion_176	0	PR_Set_10	1731	81	4	0	1.0	0.0	-0.0	0.18717504332755633	1.0	0.0	0	0.0	0.0	0.0	-0.18717504332755633	0.0	0.0
177	NC_000962.3	3841532	3842904	3842218.0	1372	Rv3424c,PPE57	0	2	2	2	177	PR_HmRegion_177	0	PR_Set_48	4116	170	21	11	1.0677620030064125e-10	-22.96028605787257	22.96028605787257	0.8673469387755102	1.6763863447200676e-08	17.90404025252426	1	12.682352941176472	1.1031998351364272	3.664750526614804	10.13265306122449	0.05116279069767442	0.5238095238095238
179	NC_000962.3	3846460	3847892	3847176.0	1432	PPE59,Rv3430c	1	2	2	2	179	PR_HmRegion_179	0	PR_Set_48	4296	114	33	27	1.0400865819923711e-38	-87.45892957216188	87.45892957216188	0.8756983240223464	1.6329359337280225e-36	82.40268376681357	1	30.832535885167463	1.4890092456361264	4.946381646625686	26.124301675977655	0.12558139534883722	0.8181818181818182
180	NC_000962.3	3883535	3884921	3884228.0	1386	Rv3466,Rv3467	0	2	2	1	180	PR_HmRegion_180	0	PR_Set_3	4158	35	282	193	0.0	500.0	500.0	2.3737373737373737	1e-40	500.0	1	81.3063829787234	1.9101246413335875	6.345296710782691	190.62626262626262	0.8976744186046511	0.6843971631205674
182	NC_000962.3	3894016	3895588	3894802.0	1572	PE31,PPE60	0	2	2	2	182	PR_HmRegion_182	0	PR_Set_36	4716	210	175	153	1.0489923693015137e-212	-488.10020965961604	488.10020965961604	7.792620865139949	1e-40	483.04396385426776	1	19.63395918367347	1.2930078838204366	4.295279216173963	145.20737913486005	0.7116279069767442	0.8742857142857143
183	NC_000962.3	3930988	3936438	3933713.0	5450	PE_PGRS54	0	6	6	6	183	PR_HmRegion_183	0	PR_Set_10	16350	1336	204	56	2.0418429273892022e-16	-36.12750869204218	36.12750869204218	16.669357798165137	3.205693396001048e-14	31.07126288669387	2	3.359457555477281	0.5262691584370797	1.7482283028848635	39.33064220183486	0.26046511627906976	0.27450980392156865
184	NC_000962.3	3941407	3945597	3943502.0	4190	PE_PGRS55,PE_PGRS56,fadD18	0	1	1	1	184	PR_HmRegion_184	0	PR_Set_10	12570	614	96	23	1.3823816375933783e-10	-22.702043093939285	22.702043093939285	4.689260143198091	2.1703391710216038e-08	17.645797288590977	1	4.904824918566775	0.6906235095228146	2.294201639273547	18.31073985680191	0.10697674418604651	0.23958333333333334
185	NC_000962.3	3945777	3951329	3948553.0	5552	PE_PGRS57,fadD19	0	4	4	4	185	PR_HmRegion_185	0	PR_Set_10	16656	1276	70	21	3.18998499305571e-08	-17.260664531510375	17.260664531510375	5.362632084534101	5.008276439097465e-06	12.204418726162068	1	3.9159874608150473	0.5928412925009799	1.9693761453683416	15.637367915465898	0.09767441860465116	0.3
186	NC_000962.3	4052970	4053216	4053093.0	246	Rv3611	0	2	0	0	186	PR_HmRegion_186	0	PR_Set_70	738	0	8	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
188	NC_000962.3	4053631	4054094	4053862.5	463	Rv3612c,Rv3613c	0	3	3	3	188	PR_HmRegion_188	0	PR_Set_9	1389	60	4	0	1.0	0.0	-0.0	0.17278617710583152	1.0	0.0	0	0.0	0.0	0.0	-0.17278617710583152	0.0	0.0
189	NC_000962.3	4059983	4060591	4060287.0	608	esxV,esxW	0	4	4	3	189	PR_HmRegion_189	0	PR_Set_28	1824	42	19	10	1.0721987405865537e-12	-27.56130967812456	27.56130967812456	0.4375	1.6833520227208893e-10	22.50506387277625	0	22.857142857142858	1.359021942641668	4.514573172829758	9.5625	0.046511627906976744	0.5263157894736842
190	NC_000962.3	4069248	4070458	4069853.0	1210	Rv3630	0	1	1	1	190	PR_HmRegion_190	0	PR_Set_41	3630	247	11	0	1.0	0.0	-0.0	0.7484848484848485	1.0	0.0	0	0.0	0.0	0.0	-0.7484848484848485	0.0	0.0
191	NC_000962.3	4077792	4078201	4077996.5	409	Rv3639c	0	3	2	2	191	PR_HmRegion_191	0	PR_Set_5	1227	28	2	2	0.0005025586617580779	-7.595798185026958	7.595798185026958	0.045639771801140996	0.07890170989601823	2.53955237967865	0	43.82142857142857	1.641686531384785	5.453564611605301	1.954360228198859	0.009302325581395349	1.0
192	NC_000962.3	4134600	4134729	4134664.5	129	Rv3693	0	1	1	1	192	PR_HmRegion_192	0	PR_Set_7	387	6	1	0	1.0	0.0	-0.0	0.015503875968992248	1.0	0.0	0	0.0	0.0	0.0	-0.015503875968992248	0.0	0.0
193	NC_000962.3	4221088	4222560	4221824.0	1472	Rv3776	0	1	1	1	193	PR_HmRegion_193	0	PR_Set_54	4416	231	16	7	7.471035022861737e-06	-11.804477011145233	11.804477011145233	0.8369565217391305	0.0011729524985892928	6.748231205796925	0	8.363636363636363	0.9223951421873302	3.0641303374197157	6.163043478260869	0.03255813953488372	0.4375
194	NC_000962.3	4252853	4254367	4253610.0	1514	fadE35,Rv3798	1	1	1	1	194	PR_HmRegion_194	0	PR_Set_38	4542	5	41	5	4.6624546093285976e-11	-23.78889397328021	23.78889397328021	0.045134302069572876	7.320053736645898e-09	18.732648167931902	1	110.78048780487805	2.0444632731639807	6.791559986088804	4.954865697930427	0.023255813953488372	0.12195121951219512
195	NC_000962.3	4293408	4299541	4296474.5	6133	pks2	0	1	1	1	195	PR_HmRegion_195	0	PR_Set_42	18399	1356	32	5	0.08277891568881479	-2.4915818914872747	2.4915818914872747	2.358389042882765	1.0	0.0	0	2.120091261061947	0.32635455589222373	1.084126368112866	2.641610957117235	0.023255813953488372	0.15625
196	NC_000962.3	4301541	4303432	4302486.5	1891	fadD23,Rv3827c,Rv3828c,Rv3829c	1	2	2	2	196	PR_HmRegion_196	0	PR_Set_20	5673	495	12	0	1.0	0.0	-0.0	1.047065044949762	1.0	0.0	0	0.0	0.0	0.0	-1.047065044949762	0.0	0.0
197	NC_000962.3	4318340	4319371	4318855.5	1031	Rv3844,Rv3845	1	1	0	0	197	PR_HmRegion_197	0	PR_Set_69	3093	0	6	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
198	NC_000962.3	4320044	4320106	4320075.0	62	_	0	1	0	0	198	PR_HmRegion_198	0	PR_Set_5	186	0	1	0	1.0	0.0	-0.0	0.0	1.0	0.0	0		0.0	0.0	0.0	0.0	0.0
199	NC_000962.3	4383094	4383754	4383424.0	660	Rv3897c,Rv3898c	0	1	1	1	199	PR_HmRegion_199	0	PR_Set_53	1980	110	6	0	1.0	0.0	-0.0	0.3333333333333333	1.0	0.0	0	0.0	0.0	0.0	-0.3333333333333333	0.0	0.0
