Chrom	Start	End	NucDiv	OverlapGenes	Middle	NucDiv_kb	NucDiv_Z	NucDiv_ModZ	IsNucDivHotspot	N_HmMapAln_PR_Ovrlap	OvrlapWi_HmMapAln_PR	N_HmMapAln_LR_Ovrlap	OvrlapWi_HmMapAln_LR	N_LCR_Ovrlap	OvrlapWi_LowComplexityRegion	N_LowPmap_Ovrlap	OvrlapWi_LowPmap	PLC_Mask_Count	PLC_Mask_Ovrlap	N_mGCE	N_pGCE	N_Ovrlap_ParalogAlns	Num_PR_SNPs_All	Num_PR_SNPs_Unq
NC_000962.3	1023000	1024000	0.000218961	betP	1023500.0	0.218961	-0.1769196805917109	0.1330112615380167	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1024000	1025000	0.000577501	Rv0918,Rv0919	1024500.0	0.577501	0.454055438366658	1.8810450461520676	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1025000	1026000	9.22312e-05	Rv0919,argT,Rv0920c	1025500.0	0.0922312	-0.3999445889159433	-0.484849986627827	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1026000	1027000	0.000155596	Rv0920c	1026500.0	0.155596	-0.2884323107384087	-0.1759198500870997	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1027000	1028000	0.000391807	Rv0921,Rv0922	1027500.0	0.3918069999999999	0.1272626293638818	0.9757084432622314	False	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
NC_000962.3	1028000	1029000	0.000650899	Rv0922	1028500.0	0.650899	0.5832246015877949	2.238891266164066	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1029000	1030000	0.000321049	Rv0922,Rv0923c	1029500.0	0.321049	0.0027394590976458	0.6307333371883741	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1030000	1031000	0.000181998	Rv0923c,mntH	1030500.0	0.181998	-0.2419688614977693	-0.0471989598617967	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1031000	1032000	2.64021e-05	mntH,Rv0925c	1031500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	1032000	1033000	0.000330026	Rv0925c,Rv0926c	1032500.0	0.330026	0.0185375949901244	0.6745	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1033000	1034000	6.58291e-05	Rv0926c,Rv0927c	1033500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1034000	1035000	0.000638402	Rv0927c,pstS3	1034500.0	0.638402	0.5612318084221154	2.177963118101585	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1035000	1036000	0.000155948	pstS3	1035500.0	0.155948	-0.2878128450110886	-0.1742037015620142	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1036000	1037000	5.26281e-05	pstS3,pstC2,pstA1	1036500.0	0.0526281	-0.4696399387614841	-0.6779318095079762	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1037000	1038000	0.000284262	pstC2,pstA1,pknD	1037500.0	0.284262	-0.0619999889447525	0.4513811900511035	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1038000	1039000	0.000118105	pknD	1038500.0	0.118105	-0.3544106902354473	-0.3587042942745415	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1039000	1040000	0.000330554	pknD,pstS2	1039500.0	0.330554	0.0194667935811045	0.6770742227876283	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1040000	1041000	0.000884117	pstS2	1040500.0	0.884117	0.9936523231620484	3.375927421628225	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1041000	1042000	7.92062e-05	pstS2,pstB	1041500.0	0.0792062	-0.422866580672603	-0.5483523574779359	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1042000	1043000	0.000191679	pstB,pstS1	1042500.0	0.191679	-0.2249317941506505	0.0	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1043000	1044000	0.000310488	pstS1,pstC1	1043500.0	0.310488	-0.0158462725677731	0.5792440060138636	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1044000	1045000	0.000104904	pstC1,pstA2	1044500.0	0.104904	-0.377642414855767	-0.423064739387193	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1045000	1046000	6.54771e-05	pstA2,mku	1045500.0	0.0654771	-0.4470276798684844	-0.6152875129204102	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1046000	1047000	3.94271e-05	mku,ligD	1046500.0	0.0394271	-0.4928716633818038	-0.7422922546206278	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1047000	1048000	0.000367693	ligD	1047500.0	0.367693	0.084825707350823	0.8581425184499845	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1048000	1049000	0.000232338	ligD,Rv0939	1048500.0	0.232338	-0.1533782231077311	0.1982297809132109	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1049000	1050000	6.54771e-05	Rv0939	1049500.0	0.0654771	-0.4470276798684844	-0.6152875129204102	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1050000	1051000	0.000225826	Rv0939,Rv0940c	1050500.0	0.225826	-0.1648383390631528	0.1664810331991297	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1051000	1052000	0.000150492	Rv0940c,Rv0941c	1051500.0	0.150492	-0.29741456378455	-0.2008040037008392	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1052000	1053000	0.000281094	Rv0941c,Rv0942,Rv0943c	1052500.0	0.281094	-0.0675751804906333	0.4359358533253342	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1053000	1054000	0.000357665	Rv0943c,Rv0944	1053500.0	0.357665	0.0671779735054654	0.8092517871728336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1054000	1055000	0.000628721	Rv0944,Rv0945	1054500.0	0.6287210000000001	0.5441947410749965	2.130764158239789	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1055000	1056000	0.000129722	Rv0945,pgi	1055500.0	0.129722	-0.333966561388068	-0.3020665175247746	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1056000	1057000	0.000104552	pgi	1056500.0	0.1045519999999999	-0.3782618805830871	-0.4247808879122789	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1057000	1058000	0.000115113	Rv0947c,Rv0948c	1057500.0	0.115113	-0.3596761489176681	-0.373291556737768	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1058000	1059000	5.26281e-05	uvrD1	1058500.0	0.0526281	-0.4696399387614841	-0.6779318095079762	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1059000	1060000	5.28041e-05	uvrD1	1059500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1060000	1061000	1.3201e-05	uvrD1,Rv0950c	1060500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1061000	1062000	0.000258564	Rv0950c,sucC	1061500.0	0.258564	-0.1072245067307517	0.3260925968759714	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1062000	1063000	7.7446e-05	sucC	1062500.0	0.077446	-0.4259642612783667	-0.5569340751877525	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1063000	1064000	0.00045922	sucC,sucD	1063500.0	0.4592199999999999	0.2458991153747607	1.304375262925831	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1064000	1065000	0.000144507	sucD,Rv0953c	1064500.0	0.144507	-0.3079472409948079	-0.2299834040492384	False	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
NC_000962.3	1065000	1066000	0.000245011	Rv0954	1065500.0	0.245011	-0.1310756970783915	0.2600160032382343	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1066000	1067000	0.000374733	Rv0954,Rv0955	1066500.0	0.374733	0.0972150218972248	0.8924654889516939	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1067000	1068000	0.000117049	Rv0955,purN	1067500.0	0.117049	-0.3562690874174076	-0.3638527398497979	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1068000	1069000	0.000175046	purN,purH	1068500.0	0.1750459999999999	-0.2542033096123411	-0.0810928932322353	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1069000	1070000	0.00010508	purH,Rv0958	1069500.0	0.10508	-0.3773326819921069	-0.4222066651246502	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1070000	1071000	0.000214737	Rv0958	1070500.0	0.214737	-0.184353269319552	0.1124174792369911	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1071000	1072000	0.000650371	Rv0958,Rv0959	1071500.0	0.6503709999999999	0.5822954029968146	2.236317043376437	False	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
NC_000962.3	1072000	1073000	0.000258564	Rv0959	1072500.0	0.258564	-0.1072245067307517	0.3260925968759714	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1073000	1074000	0.000286902	Rv0959,vapB9,vapC9	1073500.0	0.286902	-0.0573539959898518	0.4642523039892444	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1074000	1075000	2.64021e-05	Rv0961,lprP	1074500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1075000	1076000	0.000279334	lprP,Rv0963c	1075500.0	0.279334	-0.0706725091272338	0.4273551106999069	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1076000	1077000	0.00097406	Rv0963c,Rv0964c,Rv0965c	1076500.0	0.97406	1.1519381354130456	3.8144374977411872	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1077000	1078000	0.000436162	Rv0965c,Rv0966c,csoR	1077500.0	0.436162	0.2053205905436622	1.1919577836888404	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1078000	1079000	0.0	csoR,Rv0968,ctpV	1078500.0	0.0	-0.5622572803636845	-0.9345160032382342	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1079000	1080000	7.89432e-05	ctpV	1079500.0	0.0789432	-0.4233294201222768	-0.5496345934498037	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1080000	1081000	0.00067202	ctpV	1080500.0	0.67202	0.6203943050728165	2.34186505309114	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1081000	1082000	1.3201e-05	ctpV,Rv0970,echA7	1081500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1082000	1083000	0.000176894	echA7,fadE12	1082500.0	0.176894	-0.2509511145439106	-0.0720831134755361	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	1083000	1084000	0.000218961	fadE12,accA2	1083500.0	0.218961	-0.1769196805917109	0.1330112615380167	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	1084000	1085000	6.60051e-05	accA2	1084500.0	0.0660051	-0.4460984812775044	-0.6127132901327821	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1085000	1086000	5.28041e-05	accA2,accD2	1085500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1086000	1087000	0.000245363	accD2	1086500.0	0.245363	-0.1304562313510714	0.2617321517633198	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1087000	1088000	0.000275637	accD2,fadE13	1087500.0	0.275637	-0.077178659109911	0.4093306757645631	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1088000	1089000	9.18792e-05	fadE13,Rv0976c	1088500.0	0.0918792	-0.4005640546432634	-0.4865661351529126	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1089000	1090000	2.64021e-05	Rv0976c	1089500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1090000	1091000	0.000194143	Rv0976c,PE_PGRS16	1090500.0	0.194143	-0.2205955340594099	0.0120130396755984	False	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
NC_000962.3	1091000	1092000	0.000260148	PE_PGRS16	1091500.0	0.260148	-0.1044369109578114	0.3338152652388559	False	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0
NC_000962.3	1092000	1093000	3.91646e-05	PE_PGRS16	1092500.0	0.0391646	-0.4933336229085695	-0.7435720528815225	False	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0
NC_000962.3	1093000	1094000	0.000189924	PE_PGRS16,PE_PGRS17	1093500.0	0.189924	-0.2280203235581697	-0.0085563655156959	False	2	1	0	0	0	0	3	1	2	1	0	0	2	71	67
NC_000962.3	1094000	1095000	0.00182421	PE_PGRS17,Rv0979c,rpmF	1094500.0	1.82421	2.648071056098206	7.959277465358845	False	3	1	0	0	0	0	2	1	1	1	4	4	2	20	15
NC_000962.3	1095000	1096000	0.00310016	rpmF,PE_PGRS18	1095500.0	3.10016	4.893546325342728	14.180072097696373	True	2	1	0	0	1	1	3	1	1	1	5	6	2	58	58
NC_000962.3	1096000	1097000	0.00487615	PE_PGRS18,mprA	1096500.0	4.87615	8.01901489654503	22.838772720044528	True	2	1	0	0	1	1	1	1	1	1	6	7	2	25	16
NC_000962.3	1097000	1098000	0.00125955	mprA,mprB	1097500.0	1.25955	1.6543565174943329	5.206321709180539	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1098000	1099000	0.000691558	mprB	1098500.0	0.691558	0.6547781726307141	2.4371210470772766	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1099000	1100000	0.000548987	mprB,pepD	1099500.0	0.548987	0.4038751947620981	1.7420272647762511	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1100000	1101000	1.3201e-05	pepD,moaB2	1100500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1101000	1102000	0.000118105	moaB2,mscL,Rv0986	1101500.0	0.118105	-0.3544106902354473	-0.3587042942745415	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1102000	1103000	0.00168164	Rv0986,Rv0987	1102500.0	1.68164	2.3971698380754063	7.264188558479765	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1103000	1104000	0.000791886	Rv0987	1103500.0	0.791886	0.8313399836834705	2.9262623801022065	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1104000	1105000	0.000700183	Rv0987	1104500.0	0.700183	0.6699568427958726	2.479171561363817	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1105000	1106000	0.00147306	Rv0987,Rv0988	1105500.0	1.47306	2.0301011977219265	6.247273048927696	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1106000	1107000	0.000707927	Rv0988,grcC2	1106500.0	0.707927	0.6835850887969147	2.5169268289156976	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1107000	1108000	0.000890981	grcC2,Rv0990c	1107500.0	0.890981	1.00573190484479	3.409392317867392	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1108000	1109000	0.000628113	Rv0990c,Rv0991c,Rv0992c	1108500.0	0.628113	0.5431247548187164	2.127799901696459	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1109000	1110000	0.000293063	Rv0992c,galU	1109500.0	0.2930629999999999	-0.046511585915934	0.4942897786001861	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1110000	1111000	0.000343227	galU,moeA1	1110500.0	0.343227	0.0417693196104441	0.7388604451126516	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1111000	1112000	0.00108354	moeA1,rimJ	1111500.0	1.08354	1.3446060553761243	4.34819869241834	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1112000	1113000	1.3201e-05	rimJ,Rv0996	1112500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NC_000962.3	1113000	1114000	0.000383534	Rv0996,alaV	1113500.0	0.383534	0.1127034249260434	0.935374077500777	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1114000	1115000	9.20552e-05	Rv0997,Rv0998	1114500.0	0.0920552	-0.4002543217796034	-0.4857080608903698	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1115000	1116000	6.58291e-05	Rv0998,Rv0999	1115500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1116000	1117000	1.3201e-05	Rv0999,Rv1000c	1116500.0	0.013201	-0.5390255557433647	-0.8701555581255828	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1117000	1118000	0.00023181	Rv1000c,arcA	1117500.0	0.23181	-0.1543074216987113	0.1956555581255827	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1118000	1119000	0.000104904	arcA,Rv1002c	1118500.0	0.104904	-0.377642414855767	-0.423064739387193	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1119000	1120000	0.000323425	Rv1002c	1119500.0	0.323425	0.0069208527570564	0.6423173397327012	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1120000	1121000	6.58291e-05	Rv1003,Rv1004c	1120500.0	0.0658291	-0.4464082141411644	-0.6135713643953248	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1121000	1122000	0.000331434	Rv1004c	1121500.0	0.331434	0.0210154578994048	0.681364594100342	False	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0
NC_000962.3	1122000	1123000	9.18792e-05	Rv1004c,pabB	1122500.0	0.0918792	-0.4005640546432634	-0.4865661351529126	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1123000	1124000	0.000279862	pabB,Rv1006	1123500.0	0.279862	-0.0697433105362536	0.429929333487535	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1124000	1125000	0.000208224	Rv1006	1124500.0	0.208224	-0.1958151451207899	0.0806638561009635	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1125000	1126000	0.000219137	Rv1006,metS	1125500.0	0.219137	-0.1766099477280508	0.1338693358005595	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1126000	1127000	9.21432e-05	metS	1126500.0	0.0921432	-0.4000994553477733	-0.4852790237590985	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1127000	1128000	0.000464148	metS,tatD	1127500.0	0.464148	0.2545716355572421	1.328401342277028	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1128000	1129000	0.000165101	rpfB	1128500.0	0.165101	-0.27170497625495	-0.1295789644878457	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1129000	1130000	3.94271e-05	rpfB,ksgA	1129500.0	0.0394271	-0.4928716633818038	-0.7422922546206278	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1130000	1131000	0.000427713	ksgA,ispE	1130500.0	0.4277129999999999	0.1904516532421637	1.1507653436648424	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1131000	1132000	0.000446195	ispE,Rv1012,pks16	1131500.0	0.4461949999999999	0.2229771236181011	1.2408728920757222	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1132000	1133000	3.94271e-05	pks16	1132500.0	0.0394271	-0.4928716633818038	-0.7422922546206278	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1133000	1134000	5.26281e-05	pks16,pth,rplY	1133500.0	0.0526281	-0.4696399387614841	-0.6779318095079762	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1134000	1135000	2.64021e-05	rplY,lpqT	1134500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1135000	1136000	0.000168797	lpqT,prsA	1135500.0	0.168797	-0.265200586118089	-0.1115594049744482	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1136000	1137000	3.92511e-05	prsA,glmU	1136500.0	0.0392511	-0.4931813962454638	-0.7431503288831706	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1137000	1138000	0.000152076	glmU	1137500.0	0.152076	-0.2946269680116096	-0.1930813353379545	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1138000	1139000	2.64021e-05	glmU,glnT,Rv1019,mfd	1138500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1139000	1140000	0.000386174	mfd	1139500.0	0.3861739999999999	0.1173494178809441	0.9482451914389176	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1140000	1141000	7.92062e-05	mfd	1140500.0	0.0792062	-0.422866580672603	-0.5483523574779359	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1141000	1142000	0.00010508	mfd	1141500.0	0.10508	-0.3773326819921069	-0.4222066651246502	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1142000	1143000	0.000150492	mfd,Rv1021	1142500.0	0.150492	-0.29741456378455	-0.2008040037008392	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1143000	1144000	0.00025346	Rv1021,lpqU	1143500.0	0.25346	-0.1162067597768931	0.301208443262232	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1144000	1145000	0.000676245	lpqU,eno	1144500.0	0.676245	0.6278296536464739	2.3624637108141124	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1145000	1146000	0.000700887	eno,Rv1024	1145500.0	0.7008869999999999	0.6711957742505128	2.482603858413988	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1146000	1147000	0.000153484	Rv1024,Rv1025	1146500.0	0.153484	-0.2921491051023293	-0.1862167412376125	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1147000	1148000	5.28041e-05	Rv1025,Rv1026	1147500.0	0.0528041	-0.469330205897824	-0.6770737352454336	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1148000	1149000	0.00120534	kdpE	1148500.0	1.20534	1.5589552757954066	4.942025085473484	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1149000	1150000	0.000240435	kdpE,kdpD	1149500.0	0.240435	-0.1391287515335527	0.2377060724121232	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1150000	1151000	0.000117753	kdpD	1150500.0	0.117753	-0.3550301559627674	-0.360420442799627	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1151000	1152000	0.000903302	kdpD,kdpF	1151500.0	0.903302	1.0274149651468096	3.4694623916673297	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1152000	1153000	0.000368925	kdpF,kdpA	1152500.0	0.368925	0.0869938373964433	0.8641490382877837	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1153000	1154000	0.00033601	kdpA,kdpB	1153500.0	0.33601	0.0290685123545659	0.703674524926453	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1154000	1155000	0.000156124	kdpB	1154500.0	0.1561239999999999	-0.2875031121474286	-0.173345627299472	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1155000	1156000	0.000322809	kdpB,kdpC	1155500.0	0.322809	0.0058367877342463	0.6393140798138016	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1156000	1157000	7.85021e-05	kdpC,trcS	1156500.0	0.0785020999999999	-0.4241056881118248	-0.5517851420703019	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1157000	1158000	0.000232338	trcS,trcR	1157500.0	0.232338	-0.1533782231077311	0.1982297809132109	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_000962.3	1158000	1159000	9.18792e-05	trcR,Rv1034c	1158500.0	0.0918792	-0.4005640546432634	-0.4865661351529126	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1159000	1160000	0.000255924	Rv1034c,Rv1035c	1159500.0	0.255924	-0.1118704996856524	0.3132214829378302	False	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0
NC_000962.3	1160000	1161000	0.000632945	Rv1035c,Rv1036c,esxI,esxJ	1160500.0	0.632945	0.5516283298028376	2.1513579405408136	False	4	1	0	0	0	0	2	1	4	1	0	0	4	64	37
NC_000962.3	1161000	1162000	0.00046186	esxJ,PPE15	1161500.0	0.46186	0.2505451083296615	1.3172463768639726	False	4	1	0	0	0	0	2	1	2	1	0	0	4	18	9
NC_000962.3	1162000	1163000	0.000206288	PPE15,PE8	1162500.0	0.206288	-0.1992222066210504	0.0712250392129934	False	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0
NC_000962.3	1163000	1164000	0.000118281	PE8	1163500.0	0.118281	-0.3541009573717872	-0.3578462200119988	False	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
NC_000962.3	1164000	1165000	0.000895558	Rv1041c	1164500.0	0.895558	1.0137867191457677	3.4317071241154484	False	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0
NC_000962.3	1165000	1166000	0.000565004	Rv1041c,Rv1042c,Rv1043c	1165500.0	0.5650040000000001	0.4320626452009786	1.8201168980895868	False	1	1	0	0	0	0	1	1	2	1	0	0	1	0	0
NC_000962.3	1166000	1167000	2.64021e-05	Rv1043c	1166500.0	0.0264020999999999	-0.5157936551384635	-0.805794625470737	False	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
